Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,SCE Hourly Load,SCE Hourly PV Generation
1/6/2017 0:00,2017,1,6,0,1," 10,198 ",0.00
1/6/2017 1:00,2017,1,6,1,2," 9,854 ",0.00
1/6/2017 2:00,2017,1,6,2,3," 9,659 ",0.00
1/6/2017 3:00,2017,1,6,3,4," 9,630 ",0.00
1/6/2017 4:00,2017,1,6,4,5," 9,843 ",0.00
1/6/2017 5:00,2017,1,6,5,6," 10,582 ",0.00
1/6/2017 6:00,2017,1,6,6,7," 11,442 ",0.14
1/6/2017 7:00,2017,1,6,7,8," 12,057 ",82.04
1/6/2017 8:00,2017,1,6,8,9," 12,373 ",440.06
1/6/2017 9:00,2017,1,6,9,10," 12,561 ",763.26
1/6/2017 10:00,2017,1,6,10,11," 12,670 ",968.18
1/6/2017 11:00,2017,1,6,11,12," 12,704 ",1058.89
1/6/2017 12:00,2017,1,6,12,13," 12,665 ",1063.83
1/6/2017 13:00,2017,1,6,13,14," 12,611 ",965.40
1/6/2017 14:00,2017,1,6,14,15," 12,468 ",757.23
1/6/2017 15:00,2017,1,6,15,16," 12,361 ",435.02
1/6/2017 16:00,2017,1,6,16,17," 12,432 ",54.41
1/6/2017 17:00,2017,1,6,17,18," 13,631 ",2.00
1/6/2017 18:00,2017,1,6,18,19," 13,791 ",0.00
1/6/2017 19:00,2017,1,6,19,20," 13,485 ",0.00
1/6/2017 20:00,2017,1,6,20,21," 13,074 ",0.00
1/6/2017 21:00,2017,1,6,21,22," 12,504 ",0.00
1/6/2017 22:00,2017,1,6,22,23," 11,670 ",0.00
1/6/2017 23:00,2017,1,6,23,24," 10,929 ",0.00
1/7/2017 0:00,2017,1,7,0,1," 10,256 ",0.00
1/7/2017 1:00,2017,1,7,1,2," 9,993 ",0.00
1/7/2017 2:00,2017,1,7,2,3," 9,761 ",0.00
1/7/2017 3:00,2017,1,7,3,4," 9,597 ",0.00
1/7/2017 4:00,2017,1,7,4,5," 9,652 ",0.00
1/7/2017 5:00,2017,1,7,5,6," 9,915 ",0.00
1/7/2017 6:00,2017,1,7,6,7," 10,148 ",0.14
1/7/2017 7:00,2017,1,7,7,8," 10,103 ",82.04
1/7/2017 8:00,2017,1,7,8,9," 10,607 ",440.06
1/7/2017 9:00,2017,1,7,9,10," 10,989 ",763.26
1/7/2017 10:00,2017,1,7,10,11," 11,215 ",968.18
1/7/2017 11:00,2017,1,7,11,12," 11,215 ",1058.89
1/7/2017 12:00,2017,1,7,12,13," 11,125 ",1063.83
1/7/2017 13:00,2017,1,7,13,14," 11,019 ",965.40
1/7/2017 14:00,2017,1,7,14,15," 10,897 ",757.23
1/7/2017 15:00,2017,1,7,15,16," 10,805 ",435.02
1/7/2017 16:00,2017,1,7,16,17," 11,018 ",54.41
1/7/2017 17:00,2017,1,7,17,18," 12,335 ",2.00
1/7/2017 18:00,2017,1,7,18,19," 12,622 ",0.00
1/7/2017 19:00,2017,1,7,19,20," 12,459 ",0.00
1/7/2017 20:00,2017,1,7,20,21," 12,164 ",0.00
1/7/2017 21:00,2017,1,7,21,22," 11,650 ",0.00
1/7/2017 22:00,2017,1,7,22,23," 10,942 ",0.00
1/7/2017 23:00,2017,1,7,23,24," 10,410 ",0.00
1/8/2017 0:00,2017,1,8,0,1," 9,817 ",0.00
1/8/2017 1:00,2017,1,8,1,2," 9,593 ",0.00
1/8/2017 2:00,2017,1,8,2,3," 9,347 ",0.00
1/8/2017 3:00,2017,1,8,3,4," 9,185 ",0.00
1/8/2017 4:00,2017,1,8,4,5," 9,244 ",0.00
1/8/2017 5:00,2017,1,8,5,6," 9,457 ",0.00
1/8/2017 6:00,2017,1,8,6,7," 9,603 ",0.10
1/8/2017 7:00,2017,1,8,7,8," 9,496 ",82.80
1/8/2017 8:00,2017,1,8,8,9," 9,946 ",449.76
1/8/2017 9:00,2017,1,8,9,10," 10,317 ",779.19
1/8/2017 10:00,2017,1,8,10,11," 10,572 ",997.17
1/8/2017 11:00,2017,1,8,11,12," 10,703 ",1102.77
1/8/2017 12:00,2017,1,8,12,13," 10,756 ",1120.89
1/8/2017 13:00,2017,1,8,13,14," 10,751 ",1034.31
1/8/2017 14:00,2017,1,8,14,15," 10,731 ",832.21
1/8/2017 15:00,2017,1,8,15,16," 10,733 ",493.07
1/8/2017 16:00,2017,1,8,16,17," 10,937 ",130.70
1/8/2017 17:00,2017,1,8,17,18," 12,166 ",4.33
1/8/2017 18:00,2017,1,8,18,19," 12,576 ",0.00
1/8/2017 19:00,2017,1,8,19,20," 12,478 ",0.00
1/8/2017 20:00,2017,1,8,20,21," 12,139 ",0.00
1/8/2017 21:00,2017,1,8,21,22," 11,584 ",0.00
1/8/2017 22:00,2017,1,8,22,23," 10,692 ",0.00
1/8/2017 23:00,2017,1,8,23,24," 9,999 ",0.00
1/9/2017 0:00,2017,1,9,0,1," 9,653 ",0.00
1/9/2017 1:00,2017,1,9,1,2," 9,336 ",0.00
1/9/2017 2:00,2017,1,9,2,3," 9,167 ",0.00
1/9/2017 3:00,2017,1,9,3,4," 9,195 ",0.00
1/9/2017 4:00,2017,1,9,4,5," 9,544 ",0.00
1/9/2017 5:00,2017,1,9,5,6," 10,416 ",0.00
1/9/2017 6:00,2017,1,9,6,7," 11,378 ",0.10
1/9/2017 7:00,2017,1,9,7,8," 11,999 ",82.80
1/9/2017 8:00,2017,1,9,8,9," 12,412 ",449.76
1/9/2017 9:00,2017,1,9,9,10," 12,801 ",779.19
1/9/2017 10:00,2017,1,9,10,11," 13,217 ",997.17
1/9/2017 11:00,2017,1,9,11,12," 13,624 ",1102.77
1/9/2017 12:00,2017,1,9,12,13," 13,602 ",1120.89
1/9/2017 13:00,2017,1,9,13,14," 13,733 ",1034.31
1/9/2017 14:00,2017,1,9,14,15," 13,674 ",832.21
1/9/2017 15:00,2017,1,9,15,16," 13,483 ",493.07
1/9/2017 16:00,2017,1,9,16,17," 13,362 ",130.70
1/9/2017 17:00,2017,1,9,17,18," 14,184 ",4.33
1/9/2017 18:00,2017,1,9,18,19," 14,303 ",0.00
1/9/2017 19:00,2017,1,9,19,20," 13,945 ",0.00
1/9/2017 20:00,2017,1,9,20,21," 13,422 ",0.00
1/9/2017 21:00,2017,1,9,21,22," 12,579 ",0.00
1/9/2017 22:00,2017,1,9,22,23," 11,475 ",0.00
1/9/2017 23:00,2017,1,9,23,24," 10,615 ",0.00
1/10/2017 0:00,2017,1,10,0,1," 10,126 ",0.00
1/10/2017 1:00,2017,1,10,1,2," 9,755 ",0.00
1/10/2017 2:00,2017,1,10,2,3," 9,516 ",0.00
1/10/2017 3:00,2017,1,10,3,4," 9,459 ",0.00
1/10/2017 4:00,2017,1,10,4,5," 9,719 ",0.00
1/10/2017 5:00,2017,1,10,5,6," 10,527 ",0.00
1/10/2017 6:00,2017,1,10,6,7," 11,563 ",0.10
1/10/2017 7:00,2017,1,10,7,8," 12,119 ",82.80
1/10/2017 8:00,2017,1,10,8,9," 12,533 ",449.76
1/10/2017 9:00,2017,1,10,9,10," 12,989 ",779.19
1/10/2017 10:00,2017,1,10,10,11," 13,493 ",997.17
1/10/2017 11:00,2017,1,10,11,12," 13,750 ",1102.77
1/10/2017 12:00,2017,1,10,12,13," 13,849 ",1120.89
1/10/2017 13:00,2017,1,10,13,14," 13,993 ",1034.31
1/10/2017 14:00,2017,1,10,14,15," 13,955 ",832.21
1/10/2017 15:00,2017,1,10,15,16," 13,777 ",493.07
1/10/2017 16:00,2017,1,10,16,17," 13,614 ",130.70
1/10/2017 17:00,2017,1,10,17,18," 14,284 ",4.33
1/10/2017 18:00,2017,1,10,18,19," 14,375 ",0.00
1/10/2017 19:00,2017,1,10,19,20," 13,960 ",0.00
1/10/2017 20:00,2017,1,10,20,21," 13,420 ",0.00
1/10/2017 21:00,2017,1,10,21,22," 12,565 ",0.00
1/10/2017 22:00,2017,1,10,22,23," 11,461 ",0.00
1/10/2017 23:00,2017,1,10,23,24," 10,555 ",0.00
1/11/2017 0:00,2017,1,11,0,1," 10,077 ",0.00
1/11/2017 1:00,2017,1,11,1,2," 9,713 ",0.00
1/11/2017 2:00,2017,1,11,2,3," 9,509 ",0.00
1/11/2017 3:00,2017,1,11,3,4," 9,484 ",0.00
1/11/2017 4:00,2017,1,11,4,5," 9,756 ",0.00
1/11/2017 5:00,2017,1,11,5,6," 10,541 ",0.00
1/11/2017 6:00,2017,1,11,6,7," 11,543 ",0.10
1/11/2017 7:00,2017,1,11,7,8," 12,146 ",82.80
1/11/2017 8:00,2017,1,11,8,9," 12,541 ",449.76
1/11/2017 9:00,2017,1,11,9,10," 12,938 ",779.19
1/11/2017 10:00,2017,1,11,10,11," 13,391 ",997.17
1/11/2017 11:00,2017,1,11,11,12," 13,658 ",1102.77
1/11/2017 12:00,2017,1,11,12,13," 13,766 ",1120.89
1/11/2017 13:00,2017,1,11,13,14," 13,867 ",1034.31
1/11/2017 14:00,2017,1,11,14,15," 13,850 ",832.21
1/11/2017 15:00,2017,1,11,15,16," 13,705 ",493.07
1/11/2017 16:00,2017,1,11,16,17," 13,510 ",130.70
1/11/2017 17:00,2017,1,11,17,18," 14,145 ",4.33
1/11/2017 18:00,2017,1,11,18,19," 14,240 ",0.00
1/11/2017 19:00,2017,1,11,19,20," 13,873 ",0.00
1/11/2017 20:00,2017,1,11,20,21," 13,342 ",0.00
1/11/2017 21:00,2017,1,11,21,22," 12,552 ",0.00
1/11/2017 22:00,2017,1,11,22,23," 11,451 ",0.00
1/11/2017 23:00,2017,1,11,23,24," 10,614 ",0.00
1/12/2017 0:00,2017,1,12,0,1," 10,173 ",0.00
1/12/2017 1:00,2017,1,12,1,2," 9,783 ",0.00
1/12/2017 2:00,2017,1,12,2,3," 9,569 ",0.00
1/12/2017 3:00,2017,1,12,3,4," 9,506 ",0.00
1/12/2017 4:00,2017,1,12,4,5," 9,759 ",0.00
1/12/2017 5:00,2017,1,12,5,6," 10,433 ",0.00
1/12/2017 6:00,2017,1,12,6,7," 11,612 ",0.10
1/12/2017 7:00,2017,1,12,7,8," 12,185 ",82.80
1/12/2017 8:00,2017,1,12,8,9," 12,547 ",449.76
1/12/2017 9:00,2017,1,12,9,10," 12,920 ",779.19
1/12/2017 10:00,2017,1,12,10,11," 13,337 ",997.17
1/12/2017 11:00,2017,1,12,11,12," 13,575 ",1102.77
1/12/2017 12:00,2017,1,12,12,13," 13,711 ",1120.89
1/12/2017 13:00,2017,1,12,13,14," 13,814 ",1034.31
1/12/2017 14:00,2017,1,12,14,15," 13,747 ",832.21
1/12/2017 15:00,2017,1,12,15,16," 13,505 ",493.07
1/12/2017 16:00,2017,1,12,16,17," 13,259 ",130.70
1/12/2017 17:00,2017,1,12,17,18," 13,970 ",4.33
1/12/2017 18:00,2017,1,12,18,19," 14,096 ",0.00
1/12/2017 19:00,2017,1,12,19,20," 13,775 ",0.00
1/12/2017 20:00,2017,1,12,20,21," 13,262 ",0.00
1/12/2017 21:00,2017,1,12,21,22," 12,484 ",0.00
1/12/2017 22:00,2017,1,12,22,23," 11,410 ",0.00
1/12/2017 23:00,2017,1,12,23,24," 10,568 ",0.00
1/13/2017 0:00,2017,1,13,0,1," 9,948 ",0.00
1/13/2017 1:00,2017,1,13,1,2," 9,593 ",0.00
1/13/2017 2:00,2017,1,13,2,3," 9,539 ",0.00
1/13/2017 3:00,2017,1,13,3,4," 9,480 ",0.00
1/13/2017 4:00,2017,1,13,4,5," 9,737 ",0.00
1/13/2017 5:00,2017,1,13,5,6," 10,504 ",0.00
1/13/2017 6:00,2017,1,13,6,7," 11,591 ",0.10
1/13/2017 7:00,2017,1,13,7,8," 12,184 ",82.80
1/13/2017 8:00,2017,1,13,8,9," 12,442 ",449.76
1/13/2017 9:00,2017,1,13,9,10," 12,778 ",779.19
1/13/2017 10:00,2017,1,13,10,11," 13,112 ",997.17
1/13/2017 11:00,2017,1,13,11,12," 13,290 ",1102.77
1/13/2017 12:00,2017,1,13,12,13," 13,346 ",1120.89
1/13/2017 13:00,2017,1,13,13,14," 13,465 ",1034.31
1/13/2017 14:00,2017,1,13,14,15," 13,324 ",832.21
1/13/2017 15:00,2017,1,13,15,16," 13,069 ",493.07
1/13/2017 16:00,2017,1,13,16,17," 12,890 ",130.70
1/13/2017 17:00,2017,1,13,17,18," 13,635 ",4.33
1/13/2017 18:00,2017,1,13,18,19," 13,760 ",0.00
1/13/2017 19:00,2017,1,13,19,20," 13,304 ",0.00
1/13/2017 20:00,2017,1,13,20,21," 12,838 ",0.00
1/13/2017 21:00,2017,1,13,21,22," 12,238 ",0.00
1/13/2017 22:00,2017,1,13,22,23," 11,346 ",0.00
1/13/2017 23:00,2017,1,13,23,24," 10,605 ",0.00
1/14/2017 0:00,2017,1,14,0,1," 9,944 ",0.00
1/14/2017 1:00,2017,1,14,1,2," 9,699 ",0.00
1/14/2017 2:00,2017,1,14,2,3," 9,438 ",0.00
1/14/2017 3:00,2017,1,14,3,4," 9,302 ",0.00
1/14/2017 4:00,2017,1,14,4,5," 9,365 ",0.00
1/14/2017 5:00,2017,1,14,5,6," 9,640 ",0.00
1/14/2017 6:00,2017,1,14,6,7," 9,883 ",0.10
1/14/2017 7:00,2017,1,14,7,8," 9,844 ",82.80
1/14/2017 8:00,2017,1,14,8,9," 10,425 ",449.76
1/14/2017 9:00,2017,1,14,9,10," 10,903 ",779.19
1/14/2017 10:00,2017,1,14,10,11," 11,228 ",997.17
1/14/2017 11:00,2017,1,14,11,12," 11,357 ",1102.77
1/14/2017 12:00,2017,1,14,12,13," 11,395 ",1120.89
1/14/2017 13:00,2017,1,14,13,14," 11,313 ",1034.31
1/14/2017 14:00,2017,1,14,14,15," 11,208 ",832.21
1/14/2017 15:00,2017,1,14,15,16," 11,107 ",493.07
1/14/2017 16:00,2017,1,14,16,17," 11,183 ",130.70
1/14/2017 17:00,2017,1,14,17,18," 12,151 ",4.33
1/14/2017 18:00,2017,1,14,18,19," 12,496 ",0.00
1/14/2017 19:00,2017,1,14,19,20," 12,246 ",0.00
1/14/2017 20:00,2017,1,14,20,21," 11,902 ",0.00
1/14/2017 21:00,2017,1,14,21,22," 11,408 ",0.00
1/14/2017 22:00,2017,1,14,22,23," 10,636 ",0.00
1/14/2017 23:00,2017,1,14,23,24," 10,062 ",0.00
1/15/2017 0:00,2017,1,15,0,1," 9,710 ",0.00
1/15/2017 1:00,2017,1,15,1,2," 9,329 ",0.00
1/15/2017 2:00,2017,1,15,2,3," 9,098 ",0.00
1/15/2017 3:00,2017,1,15,3,4," 8,861 ",0.00
1/15/2017 4:00,2017,1,15,4,5," 8,897 ",0.00
1/15/2017 5:00,2017,1,15,5,6," 9,159 ",0.00
1/15/2017 6:00,2017,1,15,6,7," 9,294 ",0.61
1/15/2017 7:00,2017,1,15,7,8," 9,412 ",72.44
1/15/2017 8:00,2017,1,15,8,9," 9,899 ",375.44
1/15/2017 9:00,2017,1,15,9,10," 10,329 ",668.03
1/15/2017 10:00,2017,1,15,10,11," 10,640 ",874.38
1/15/2017 11:00,2017,1,15,11,12," 10,861 ",986.08
1/15/2017 12:00,2017,1,15,12,13," 10,955 ",998.45
1/15/2017 13:00,2017,1,15,13,14," 10,990 ",923.49
1/15/2017 14:00,2017,1,15,14,15," 10,985 ",747.99
1/15/2017 15:00,2017,1,15,15,16," 11,040 ",464.07
1/15/2017 16:00,2017,1,15,16,17," 11,200 ",163.56
1/15/2017 17:00,2017,1,15,17,18," 12,236 ",3.39
1/15/2017 18:00,2017,1,15,18,19," 12,668 ",0.00
1/15/2017 19:00,2017,1,15,19,20," 12,483 ",0.00
1/15/2017 20:00,2017,1,15,20,21," 12,149 ",0.00
1/15/2017 21:00,2017,1,15,21,22," 11,593 ",0.00
1/15/2017 22:00,2017,1,15,22,23," 10,790 ",0.00
1/15/2017 23:00,2017,1,15,23,24," 10,031 ",0.00
1/16/2017 0:00,2017,1,16,0,1," 9,493 ",0.00
1/16/2017 1:00,2017,1,16,1,2," 9,339 ",0.00
1/16/2017 2:00,2017,1,16,2,3," 9,130 ",0.00
1/16/2017 3:00,2017,1,16,3,4," 9,104 ",0.00
1/16/2017 4:00,2017,1,16,4,5," 9,371 ",0.00
1/16/2017 5:00,2017,1,16,5,6," 10,037 ",0.00
1/16/2017 6:00,2017,1,16,6,7," 10,819 ",0.61
1/16/2017 7:00,2017,1,16,7,8," 11,246 ",72.44
1/16/2017 8:00,2017,1,16,8,9," 12,010 ",375.44
1/16/2017 9:00,2017,1,16,9,10," 12,533 ",668.03
1/16/2017 10:00,2017,1,16,10,11," 12,880 ",874.38
1/16/2017 11:00,2017,1,16,11,12," 12,983 ",986.08
1/16/2017 12:00,2017,1,16,12,13," 13,031 ",998.45
1/16/2017 13:00,2017,1,16,13,14," 13,074 ",923.49
1/16/2017 14:00,2017,1,16,14,15," 13,043 ",747.99
1/16/2017 15:00,2017,1,16,15,16," 12,900 ",464.07
1/16/2017 16:00,2017,1,16,16,17," 12,806 ",163.56
1/16/2017 17:00,2017,1,16,17,18," 13,716 ",3.39
1/16/2017 18:00,2017,1,16,18,19," 13,957 ",0.00
1/16/2017 19:00,2017,1,16,19,20," 13,646 ",0.00
1/16/2017 20:00,2017,1,16,20,21," 13,097 ",0.00
1/16/2017 21:00,2017,1,16,21,22," 12,307 ",0.00
1/16/2017 22:00,2017,1,16,22,23," 11,190 ",0.00
1/16/2017 23:00,2017,1,16,23,24," 10,384 ",0.00
1/17/2017 0:00,2017,1,17,0,1," 9,934 ",0.00
1/17/2017 1:00,2017,1,17,1,2," 9,587 ",0.00
1/17/2017 2:00,2017,1,17,2,3," 9,377 ",0.00
1/17/2017 3:00,2017,1,17,3,4," 9,339 ",0.00
1/17/2017 4:00,2017,1,17,4,5," 9,608 ",0.00
1/17/2017 5:00,2017,1,17,5,6," 10,377 ",0.00
1/17/2017 6:00,2017,1,17,6,7," 11,375 ",0.61
1/17/2017 7:00,2017,1,17,7,8," 12,064 ",72.44
1/17/2017 8:00,2017,1,17,8,9," 12,442 ",375.44
1/17/2017 9:00,2017,1,17,9,10," 12,712 ",668.03
1/17/2017 10:00,2017,1,17,10,11," 13,209 ",874.38
1/17/2017 11:00,2017,1,17,11,12," 13,482 ",986.08
1/17/2017 12:00,2017,1,17,12,13," 13,601 ",998.45
1/17/2017 13:00,2017,1,17,13,14," 13,715 ",923.49
1/17/2017 14:00,2017,1,17,14,15," 13,657 ",747.99
1/17/2017 15:00,2017,1,17,15,16," 13,398 ",464.07
1/17/2017 16:00,2017,1,17,16,17," 13,227 ",163.56
1/17/2017 17:00,2017,1,17,17,18," 14,022 ",3.39
1/17/2017 18:00,2017,1,17,18,19," 14,182 ",0.00
1/17/2017 19:00,2017,1,17,19,20," 13,852 ",0.00
1/17/2017 20:00,2017,1,17,20,21," 13,308 ",0.00
1/17/2017 21:00,2017,1,17,21,22," 12,502 ",0.00
1/17/2017 22:00,2017,1,17,22,23," 11,380 ",0.00
1/17/2017 23:00,2017,1,17,23,24," 10,475 ",0.00
1/18/2017 0:00,2017,1,18,0,1," 9,942 ",0.00
1/18/2017 1:00,2017,1,18,1,2," 9,571 ",0.00
1/18/2017 2:00,2017,1,18,2,3," 9,360 ",0.00
1/18/2017 3:00,2017,1,18,3,4," 9,293 ",0.00
1/18/2017 4:00,2017,1,18,4,5," 9,532 ",0.00
1/18/2017 5:00,2017,1,18,5,6," 10,269 ",0.00
1/18/2017 6:00,2017,1,18,6,7," 11,272 ",0.61
1/18/2017 7:00,2017,1,18,7,8," 11,935 ",72.44
1/18/2017 8:00,2017,1,18,8,9," 12,388 ",375.44
1/18/2017 9:00,2017,1,18,9,10," 12,769 ",668.03
1/18/2017 10:00,2017,1,18,10,11," 13,096 ",874.38
