Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,SCE Hourly Load,SCE Hourly PV Generation
1/1/2027 0:00,2027,1,1,0,1," 11,595 ",0.00
1/1/2027 1:00,2027,1,1,1,2," 11,189 ",0.00
1/1/2027 2:00,2027,1,1,2,3," 10,777 ",0.00
1/1/2027 3:00,2027,1,1,3,4," 10,528 ",0.00
1/1/2027 4:00,2027,1,1,4,5," 10,499 ",0.00
1/1/2027 5:00,2027,1,1,5,6," 10,659 ",0.00
1/1/2027 6:00,2027,1,1,6,7," 10,840 ",0.42
1/1/2027 7:00,2027,1,1,7,8," 10,486 ",248.73
1/1/2027 8:00,2027,1,1,8,9," 10,949 ",1341.54
1/1/2027 9:00,2027,1,1,9,10," 11,290 ",2328.33
1/1/2027 10:00,2027,1,1,10,11," 11,574 ",2954.95
1/1/2027 11:00,2027,1,1,11,12," 11,680 ",3233.02
1/1/2027 12:00,2027,1,1,12,13," 11,660 ",3250.55
1/1/2027 13:00,2027,1,1,13,14," 11,591 ",2947.68
1/1/2027 14:00,2027,1,1,14,15," 11,516 ",2311.80
1/1/2027 15:00,2027,1,1,15,16," 11,508 ",1326.79
1/1/2027 16:00,2027,1,1,16,17," 11,897 ",165.17
1/1/2027 17:00,2027,1,1,17,18," 13,385 ",5.64
1/1/2027 18:00,2027,1,1,18,19," 13,738 ",0.00
1/1/2027 19:00,2027,1,1,19,20," 13,624 ",0.00
1/1/2027 20:00,2027,1,1,20,21," 13,375 ",0.00
1/1/2027 21:00,2027,1,1,21,22," 12,819 ",0.00
1/1/2027 22:00,2027,1,1,22,23," 12,246 ",0.00
1/1/2027 23:00,2027,1,1,23,24," 11,367 ",0.00
1/2/2027 0:00,2027,1,2,0,1," 11,457 ",0.00
1/2/2027 1:00,2027,1,2,1,2," 10,908 ",0.00
1/2/2027 2:00,2027,1,2,2,3," 10,525 ",0.00
1/2/2027 3:00,2027,1,2,3,4," 10,269 ",0.00
1/2/2027 4:00,2027,1,2,4,5," 10,312 ",0.00
1/2/2027 5:00,2027,1,2,5,6," 10,537 ",0.00
1/2/2027 6:00,2027,1,2,6,7," 10,455 ",0.42
1/2/2027 7:00,2027,1,2,7,8," 10,737 ",248.73
1/2/2027 8:00,2027,1,2,8,9," 11,270 ",1341.54
1/2/2027 9:00,2027,1,2,9,10," 11,866 ",2328.33
1/2/2027 10:00,2027,1,2,10,11," 12,200 ",2954.95
1/2/2027 11:00,2027,1,2,11,12," 12,290 ",3233.02
1/2/2027 12:00,2027,1,2,12,13," 12,254 ",3250.55
1/2/2027 13:00,2027,1,2,13,14," 12,163 ",2947.68
1/2/2027 14:00,2027,1,2,14,15," 12,074 ",2311.80
1/2/2027 15:00,2027,1,2,15,16," 12,119 ",1326.79
1/2/2027 16:00,2027,1,2,16,17," 12,662 ",165.17
1/2/2027 17:00,2027,1,2,17,18," 14,141 ",5.64
1/2/2027 18:00,2027,1,2,18,19," 14,357 ",0.00
1/2/2027 19:00,2027,1,2,19,20," 14,156 ",0.00
1/2/2027 20:00,2027,1,2,20,21," 13,906 ",0.00
1/2/2027 21:00,2027,1,2,21,22," 13,395 ",0.00
1/2/2027 22:00,2027,1,2,22,23," 12,591 ",0.00
1/2/2027 23:00,2027,1,2,23,24," 11,959 ",0.00
1/3/2027 0:00,2027,1,3,0,1," 11,321 ",0.00
1/3/2027 1:00,2027,1,3,1,2," 10,990 ",0.00
1/3/2027 2:00,2027,1,3,2,3," 10,694 ",0.00
1/3/2027 3:00,2027,1,3,3,4," 10,551 ",0.00
1/3/2027 4:00,2027,1,3,4,5," 10,568 ",0.00
1/3/2027 5:00,2027,1,3,5,6," 10,739 ",0.00
1/3/2027 6:00,2027,1,3,6,7," 10,757 ",0.42
1/3/2027 7:00,2027,1,3,7,8," 10,703 ",248.73
1/3/2027 8:00,2027,1,3,8,9," 11,072 ",1341.54
1/3/2027 9:00,2027,1,3,9,10," 11,451 ",2328.33
1/3/2027 10:00,2027,1,3,10,11," 11,718 ",2954.95
1/3/2027 11:00,2027,1,3,11,12," 11,796 ",3233.02
1/3/2027 12:00,2027,1,3,12,13," 11,783 ",3250.55
1/3/2027 13:00,2027,1,3,13,14," 11,707 ",2947.68
1/3/2027 14:00,2027,1,3,14,15," 11,697 ",2311.80
1/3/2027 15:00,2027,1,3,15,16," 11,720 ",1326.79
1/3/2027 16:00,2027,1,3,16,17," 12,193 ",165.17
1/3/2027 17:00,2027,1,3,17,18," 14,044 ",5.64
1/3/2027 18:00,2027,1,3,18,19," 14,559 ",0.00
1/3/2027 19:00,2027,1,3,19,20," 14,570 ",0.00
1/3/2027 20:00,2027,1,3,20,21," 14,286 ",0.00
1/3/2027 21:00,2027,1,3,21,22," 13,651 ",0.00
1/3/2027 22:00,2027,1,3,22,23," 12,732 ",0.00
1/3/2027 23:00,2027,1,3,23,24," 11,980 ",0.00
1/4/2027 0:00,2027,1,4,0,1," 11,590 ",0.00
1/4/2027 1:00,2027,1,4,1,2," 11,227 ",0.00
1/4/2027 2:00,2027,1,4,2,3," 11,065 ",0.00
1/4/2027 3:00,2027,1,4,3,4," 11,097 ",0.00
1/4/2027 4:00,2027,1,4,4,5," 11,489 ",0.00
1/4/2027 5:00,2027,1,4,5,6," 12,398 ",0.00
1/4/2027 6:00,2027,1,4,6,7," 13,441 ",0.42
1/4/2027 7:00,2027,1,4,7,8," 14,008 ",248.73
1/4/2027 8:00,2027,1,4,8,9," 14,376 ",1341.54
1/4/2027 9:00,2027,1,4,9,10," 14,518 ",2328.33
1/4/2027 10:00,2027,1,4,10,11," 14,542 ",2954.95
1/4/2027 11:00,2027,1,4,11,12," 14,500 ",3233.02
1/4/2027 12:00,2027,1,4,12,13," 14,390 ",3250.55
1/4/2027 13:00,2027,1,4,13,14," 14,198 ",2947.68
1/4/2027 14:00,2027,1,4,14,15," 14,021 ",2311.80
1/4/2027 15:00,2027,1,4,15,16," 13,911 ",1326.79
1/4/2027 16:00,2027,1,4,16,17," 14,210 ",165.17
1/4/2027 17:00,2027,1,4,17,18," 15,917 ",5.64
1/4/2027 18:00,2027,1,4,18,19," 16,234 ",0.00
1/4/2027 19:00,2027,1,4,19,20," 16,049 ",0.00
1/4/2027 20:00,2027,1,4,20,21," 15,559 ",0.00
1/4/2027 21:00,2027,1,4,21,22," 14,548 ",0.00
1/4/2027 22:00,2027,1,4,22,23," 13,309 ",0.00
1/4/2027 23:00,2027,1,4,23,24," 12,318 ",0.00
1/5/2027 0:00,2027,1,5,0,1," 11,902 ",0.00
1/5/2027 1:00,2027,1,5,1,2," 11,435 ",0.00
1/5/2027 2:00,2027,1,5,2,3," 11,194 ",0.00
1/5/2027 3:00,2027,1,5,3,4," 11,195 ",0.00
1/5/2027 4:00,2027,1,5,4,5," 11,563 ",0.00
1/5/2027 5:00,2027,1,5,5,6," 12,418 ",0.00
1/5/2027 6:00,2027,1,5,6,7," 13,470 ",0.42
1/5/2027 7:00,2027,1,5,7,8," 14,114 ",248.73
1/5/2027 8:00,2027,1,5,8,9," 14,494 ",1341.54
1/5/2027 9:00,2027,1,5,9,10," 14,617 ",2328.33
1/5/2027 10:00,2027,1,5,10,11," 14,715 ",2954.95
1/5/2027 11:00,2027,1,5,11,12," 14,540 ",3233.02
1/5/2027 12:00,2027,1,5,12,13," 14,345 ",3250.55
1/5/2027 13:00,2027,1,5,13,14," 14,249 ",2947.68
1/5/2027 14:00,2027,1,5,14,15," 14,002 ",2311.80
1/5/2027 15:00,2027,1,5,15,16," 13,826 ",1326.79
1/5/2027 16:00,2027,1,5,16,17," 14,031 ",165.17
1/5/2027 17:00,2027,1,5,17,18," 15,568 ",5.64
1/5/2027 18:00,2027,1,5,18,19," 15,869 ",0.00
1/5/2027 19:00,2027,1,5,19,20," 15,648 ",0.00
1/5/2027 20:00,2027,1,5,20,21," 15,274 ",0.00
1/5/2027 21:00,2027,1,5,21,22," 14,371 ",0.00
1/5/2027 22:00,2027,1,5,22,23," 13,155 ",0.00
1/5/2027 23:00,2027,1,5,23,24," 12,288 ",0.00
1/6/2027 0:00,2027,1,6,0,1," 11,847 ",0.00
1/6/2027 1:00,2027,1,6,1,2," 11,386 ",0.00
1/6/2027 2:00,2027,1,6,2,3," 11,143 ",0.00
1/6/2027 3:00,2027,1,6,3,4," 11,104 ",0.00
1/6/2027 4:00,2027,1,6,4,5," 11,443 ",0.00
1/6/2027 5:00,2027,1,6,5,6," 12,299 ",0.00
1/6/2027 6:00,2027,1,6,6,7," 13,307 ",0.42
1/6/2027 7:00,2027,1,6,7,8," 13,939 ",248.73
1/6/2027 8:00,2027,1,6,8,9," 14,177 ",1341.54
1/6/2027 9:00,2027,1,6,9,10," 14,362 ",2328.33
1/6/2027 10:00,2027,1,6,10,11," 14,474 ",2954.95
1/6/2027 11:00,2027,1,6,11,12," 14,445 ",3233.02
1/6/2027 12:00,2027,1,6,12,13," 14,338 ",3250.55
1/6/2027 13:00,2027,1,6,13,14," 14,285 ",2947.68
1/6/2027 14:00,2027,1,6,14,15," 14,236 ",2311.80
1/6/2027 15:00,2027,1,6,15,16," 14,006 ",1326.79
1/6/2027 16:00,2027,1,6,16,17," 14,068 ",165.17
1/6/2027 17:00,2027,1,6,17,18," 15,485 ",5.64
1/6/2027 18:00,2027,1,6,18,19," 15,716 ",0.00
1/6/2027 19:00,2027,1,6,19,20," 15,515 ",0.00
1/6/2027 20:00,2027,1,6,20,21," 15,092 ",0.00
1/6/2027 21:00,2027,1,6,21,22," 14,188 ",0.00
1/6/2027 22:00,2027,1,6,22,23," 13,105 ",0.00
1/6/2027 23:00,2027,1,6,23,24," 12,118 ",0.00
1/7/2027 0:00,2027,1,7,0,1," 11,331 ",0.00
1/7/2027 1:00,2027,1,7,1,2," 11,082 ",0.00
1/7/2027 2:00,2027,1,7,2,3," 10,856 ",0.00
1/7/2027 3:00,2027,1,7,3,4," 10,808 ",0.00
1/7/2027 4:00,2027,1,7,4,5," 11,124 ",0.00
1/7/2027 5:00,2027,1,7,5,6," 12,019 ",0.00
1/7/2027 6:00,2027,1,7,6,7," 13,217 ",0.42
1/7/2027 7:00,2027,1,7,7,8," 13,755 ",248.73
1/7/2027 8:00,2027,1,7,8,9," 14,077 ",1341.54
1/7/2027 9:00,2027,1,7,9,10," 14,264 ",2328.33
1/7/2027 10:00,2027,1,7,10,11," 14,445 ",2954.95
1/7/2027 11:00,2027,1,7,11,12," 14,350 ",3233.02
1/7/2027 12:00,2027,1,7,12,13," 14,139 ",3250.55
1/7/2027 13:00,2027,1,7,13,14," 14,059 ",2947.68
1/7/2027 14:00,2027,1,7,14,15," 13,931 ",2311.80
1/7/2027 15:00,2027,1,7,15,16," 13,754 ",1326.79
1/7/2027 16:00,2027,1,7,16,17," 14,037 ",165.17
1/7/2027 17:00,2027,1,7,17,18," 15,446 ",5.64
1/7/2027 18:00,2027,1,7,18,19," 15,637 ",0.00
1/7/2027 19:00,2027,1,7,19,20," 15,374 ",0.00
1/7/2027 20:00,2027,1,7,20,21," 14,893 ",0.00
1/7/2027 21:00,2027,1,7,21,22," 14,113 ",0.00
1/7/2027 22:00,2027,1,7,22,23," 12,934 ",0.00
1/7/2027 23:00,2027,1,7,23,24," 12,001 ",0.00
1/8/2027 0:00,2027,1,8,0,1," 11,400 ",0.00
1/8/2027 1:00,2027,1,8,1,2," 11,008 ",0.00
1/8/2027 2:00,2027,1,8,2,3," 10,781 ",0.00
1/8/2027 3:00,2027,1,8,3,4," 10,748 ",0.00
1/8/2027 4:00,2027,1,8,4,5," 10,998 ",0.00
1/8/2027 5:00,2027,1,8,5,6," 11,830 ",0.00
1/8/2027 6:00,2027,1,8,6,7," 12,795 ",0.29
1/8/2027 7:00,2027,1,8,7,8," 13,479 ",251.57
1/8/2027 8:00,2027,1,8,8,9," 13,827 ",1372.96
1/8/2027 9:00,2027,1,8,9,10," 14,037 ",2379.76
1/8/2027 10:00,2027,1,8,10,11," 14,165 ",3047.13
1/8/2027 11:00,2027,1,8,11,12," 14,202 ",3368.64
1/8/2027 12:00,2027,1,8,12,13," 14,158 ",3424.64
1/8/2027 13:00,2027,1,8,13,14," 14,092 ",3161.50
1/8/2027 14:00,2027,1,8,14,15," 13,933 ",2544.62
1/8/2027 15:00,2027,1,8,15,16," 13,815 ",1505.89
1/8/2027 16:00,2027,1,8,16,17," 13,897 ",398.36
1/8/2027 17:00,2027,1,8,17,18," 15,231 ",12.21
1/8/2027 18:00,2027,1,8,18,19," 15,411 ",0.00
1/8/2027 19:00,2027,1,8,19,20," 15,074 ",0.00
1/8/2027 20:00,2027,1,8,20,21," 14,610 ",0.00
1/8/2027 21:00,2027,1,8,21,22," 13,974 ",0.00
1/8/2027 22:00,2027,1,8,22,23," 13,047 ",0.00
1/8/2027 23:00,2027,1,8,23,24," 12,217 ",0.00
1/9/2027 0:00,2027,1,9,0,1," 11,465 ",0.00
1/9/2027 1:00,2027,1,9,1,2," 11,162 ",0.00
1/9/2027 2:00,2027,1,9,2,3," 10,900 ",0.00
1/9/2027 3:00,2027,1,9,3,4," 10,711 ",0.00
1/9/2027 4:00,2027,1,9,4,5," 10,774 ",0.00
1/9/2027 5:00,2027,1,9,5,6," 11,077 ",0.00
1/9/2027 6:00,2027,1,9,6,7," 11,340 ",0.29
1/9/2027 7:00,2027,1,9,7,8," 11,288 ",251.57
1/9/2027 8:00,2027,1,9,8,9," 11,858 ",1372.96
1/9/2027 9:00,2027,1,9,9,10," 12,286 ",2379.76
1/9/2027 10:00,2027,1,9,10,11," 12,539 ",3047.13
1/9/2027 11:00,2027,1,9,11,12," 12,540 ",3368.64
1/9/2027 12:00,2027,1,9,12,13," 12,437 ",3424.64
1/9/2027 13:00,2027,1,9,13,14," 12,321 ",3161.50
1/9/2027 14:00,2027,1,9,14,15," 12,178 ",2544.62
1/9/2027 15:00,2027,1,9,15,16," 12,077 ",1505.89
1/9/2027 16:00,2027,1,9,16,17," 12,319 ",398.36
1/9/2027 17:00,2027,1,9,17,18," 13,791 ",12.21
1/9/2027 18:00,2027,1,9,18,19," 14,105 ",0.00
1/9/2027 19:00,2027,1,9,19,20," 13,923 ",0.00
1/9/2027 20:00,2027,1,9,20,21," 13,600 ",0.00
1/9/2027 21:00,2027,1,9,21,22," 13,033 ",0.00
1/9/2027 22:00,2027,1,9,22,23," 12,229 ",0.00
1/9/2027 23:00,2027,1,9,23,24," 11,637 ",0.00
1/10/2027 0:00,2027,1,10,0,1," 10,965 ",0.00
1/10/2027 1:00,2027,1,10,1,2," 10,708 ",0.00
1/10/2027 2:00,2027,1,10,2,3," 10,434 ",0.00
1/10/2027 3:00,2027,1,10,3,4," 10,252 ",0.00
1/10/2027 4:00,2027,1,10,4,5," 10,319 ",0.00
1/10/2027 5:00,2027,1,10,5,6," 10,555 ",0.00
1/10/2027 6:00,2027,1,10,6,7," 10,718 ",0.29
1/10/2027 7:00,2027,1,10,7,8," 10,599 ",251.57
1/10/2027 8:00,2027,1,10,8,9," 11,114 ",1372.96
1/10/2027 9:00,2027,1,10,9,10," 11,535 ",2379.76
1/10/2027 10:00,2027,1,10,10,11," 11,820 ",3047.13
1/10/2027 11:00,2027,1,10,11,12," 11,959 ",3368.64
1/10/2027 12:00,2027,1,10,12,13," 12,022 ",3424.64
1/10/2027 13:00,2027,1,10,13,14," 12,015 ",3161.50
1/10/2027 14:00,2027,1,10,14,15," 11,991 ",2544.62
1/10/2027 15:00,2027,1,10,15,16," 11,992 ",1505.89
1/10/2027 16:00,2027,1,10,16,17," 12,223 ",398.36
1/10/2027 17:00,2027,1,10,17,18," 13,601 ",12.21
1/10/2027 18:00,2027,1,10,18,19," 14,057 ",0.00
1/10/2027 19:00,2027,1,10,19,20," 13,947 ",0.00
1/10/2027 20:00,2027,1,10,20,21," 13,572 ",0.00
1/10/2027 21:00,2027,1,10,21,22," 12,949 ",0.00
1/10/2027 22:00,2027,1,10,22,23," 11,949 ",0.00
1/10/2027 23:00,2027,1,10,23,24," 11,170 ",0.00
1/11/2027 0:00,2027,1,11,0,1," 10,775 ",0.00
1/11/2027 1:00,2027,1,11,1,2," 10,421 ",0.00
1/11/2027 2:00,2027,1,11,2,3," 10,232 ",0.00
1/11/2027 3:00,2027,1,11,3,4," 10,264 ",0.00
1/11/2027 4:00,2027,1,11,4,5," 10,653 ",0.00
1/11/2027 5:00,2027,1,11,5,6," 11,643 ",0.00
1/11/2027 6:00,2027,1,11,6,7," 12,721 ",0.29
1/11/2027 7:00,2027,1,11,7,8," 13,418 ",251.57
1/11/2027 8:00,2027,1,11,8,9," 13,874 ",1372.96
1/11/2027 9:00,2027,1,11,9,10," 14,308 ",2379.76
1/11/2027 10:00,2027,1,11,10,11," 14,767 ",3047.13
1/11/2027 11:00,2027,1,11,11,12," 15,225 ",3368.64
1/11/2027 12:00,2027,1,11,12,13," 15,201 ",3424.64
1/11/2027 13:00,2027,1,11,13,14," 15,348 ",3161.50
1/11/2027 14:00,2027,1,11,14,15," 15,283 ",2544.62
1/11/2027 15:00,2027,1,11,15,16," 15,063 ",1505.89
1/11/2027 16:00,2027,1,11,16,17," 14,932 ",398.36
1/11/2027 17:00,2027,1,11,17,18," 15,866 ",12.21
1/11/2027 18:00,2027,1,11,18,19," 15,986 ",0.00
1/11/2027 19:00,2027,1,11,19,20," 15,585 ",0.00
1/11/2027 20:00,2027,1,11,20,21," 15,002 ",0.00
1/11/2027 21:00,2027,1,11,21,22," 14,058 ",0.00
1/11/2027 22:00,2027,1,11,22,23," 12,830 ",0.00
1/11/2027 23:00,2027,1,11,23,24," 11,864 ",0.00
1/12/2027 0:00,2027,1,12,0,1," 11,312 ",0.00
1/12/2027 1:00,2027,1,12,1,2," 10,892 ",0.00
1/12/2027 2:00,2027,1,12,2,3," 10,621 ",0.00
1/12/2027 3:00,2027,1,12,3,4," 10,558 ",0.00
1/12/2027 4:00,2027,1,12,4,5," 10,850 ",0.00
1/12/2027 5:00,2027,1,12,5,6," 11,769 ",0.00
1/12/2027 6:00,2027,1,12,6,7," 12,926 ",0.29
1/12/2027 7:00,2027,1,12,7,8," 13,551 ",251.57
1/12/2027 8:00,2027,1,12,8,9," 14,005 ",1372.96
1/12/2027 9:00,2027,1,12,9,10," 14,512 ",2379.76
1/12/2027 10:00,2027,1,12,10,11," 15,081 ",3047.13
1/12/2027 11:00,2027,1,12,11,12," 15,368 ",3368.64
1/12/2027 12:00,2027,1,12,12,13," 15,480 ",3424.64
1/12/2027 13:00,2027,1,12,13,14," 15,641 ",3161.50
1/12/2027 14:00,2027,1,12,14,15," 15,590 ",2544.62
1/12/2027 15:00,2027,1,12,15,16," 15,395 ",1505.89
1/12/2027 16:00,2027,1,12,16,17," 15,220 ",398.36
1/12/2027 17:00,2027,1,12,17,18," 15,958 ",12.21
1/12/2027 18:00,2027,1,12,18,19," 16,058 ",0.00
1/12/2027 19:00,2027,1,12,19,20," 15,597 ",0.00
1/12/2027 20:00,2027,1,12,20,21," 14,998 ",0.00
1/12/2027 21:00,2027,1,12,21,22," 14,041 ",0.00
1/12/2027 22:00,2027,1,12,22,23," 12,817 ",0.00
1/12/2027 23:00,2027,1,12,23,24," 11,803 ",0.00
1/13/2027 0:00,2027,1,13,0,1," 11,258 ",0.00
1/13/2027 1:00,2027,1,13,1,2," 10,844 ",0.00
1/13/2027 2:00,2027,1,13,2,3," 10,613 ",0.00
1/13/2027 3:00,2027,1,13,3,4," 10,586 ",0.00
1/13/2027 4:00,2027,1,13,4,5," 10,893 ",0.00
1/13/2027 5:00,2027,1,13,5,6," 11,786 ",0.00
1/13/2027 6:00,2027,1,13,6,7," 12,903 ",0.29
1/13/2027 7:00,2027,1,13,7,8," 13,580 ",251.57
1/13/2027 8:00,2027,1,13,8,9," 14,014 ",1372.96
1/13/2027 9:00,2027,1,13,9,10," 14,457 ",2379.76
1/13/2027 10:00,2027,1,13,10,11," 14,964 ",3047.13
1/13/2027 11:00,2027,1,13,11,12," 15,262 ",3368.64
1/13/2027 12:00,2027,1,13,12,13," 15,385 ",3424.64
1/13/2027 13:00,2027,1,13,13,14," 15,504 ",3161.50
1/13/2027 14:00,2027,1,13,14,15," 15,484 ",2544.62
1/13/2027 15:00,2027,1,13,15,16," 15,316 ",1505.89
1/13/2027 16:00,2027,1,13,16,17," 15,099 ",398.36
1/13/2027 17:00,2027,1,13,17,18," 15,814 ",12.21
1/13/2027 18:00,2027,1,13,18,19," 15,915 ",0.00
1/13/2027 19:00,2027,1,13,19,20," 15,509 ",0.00
1/13/2027 20:00,2027,1,13,20,21," 14,910 ",0.00
1/13/2027 21:00,2027,1,13,21,22," 14,026 ",0.00
1/13/2027 22:00,2027,1,13,22,23," 12,807 ",0.00
1/13/2027 23:00,2027,1,13,23,24," 11,864 ",0.00
1/14/2027 0:00,2027,1,14,0,1," 11,372 ",0.00
1/14/2027 1:00,2027,1,14,1,2," 10,928 ",0.00
1/14/2027 2:00,2027,1,14,2,3," 10,679 ",0.00
1/14/2027 3:00,2027,1,14,3,4," 10,610 ",0.00
1/14/2027 4:00,2027,1,14,4,5," 10,897 ",0.00
1/14/2027 5:00,2027,1,14,5,6," 11,664 ",0.00
1/14/2027 6:00,2027,1,14,6,7," 12,983 ",0.29
1/14/2027 7:00,2027,1,14,7,8," 13,626 ",251.57
1/14/2027 8:00,2027,1,14,8,9," 14,020 ",1372.96
1/14/2027 9:00,2027,1,14,9,10," 14,436 ",2379.76
1/14/2027 10:00,2027,1,14,10,11," 14,903 ",3047.13
1/14/2027 11:00,2027,1,14,11,12," 15,172 ",3368.64
1/14/2027 12:00,2027,1,14,12,13," 15,324 ",3424.64
1/14/2027 13:00,2027,1,14,13,14," 15,435 ",3161.50
1/14/2027 14:00,2027,1,14,14,15," 15,367 ",2544.62
1/14/2027 15:00,2027,1,14,15,16," 15,091 ",1505.89
1/14/2027 16:00,2027,1,14,16,17," 14,813 ",398.36
1/14/2027 17:00,2027,1,14,17,18," 15,614 ",12.21
1/14/2027 18:00,2027,1,14,18,19," 15,758 ",0.00
1/14/2027 19:00,2027,1,14,19,20," 15,394 ",0.00
1/14/2027 20:00,2027,1,14,20,21," 14,820 ",0.00
1/14/2027 21:00,2027,1,14,21,22," 13,956 ",0.00
1/14/2027 22:00,2027,1,14,22,23," 12,761 ",0.00
1/14/2027 23:00,2027,1,14,23,24," 11,814 ",0.00
1/15/2027 0:00,2027,1,15,0,1," 11,119 ",0.00
1/15/2027 1:00,2027,1,15,1,2," 10,706 ",0.00
1/15/2027 2:00,2027,1,15,2,3," 10,646 ",0.00
1/15/2027 3:00,2027,1,15,3,4," 10,582 ",0.00
1/15/2027 4:00,2027,1,15,4,5," 10,871 ",0.00
1/15/2027 5:00,2027,1,15,5,6," 11,746 ",0.00
1/15/2027 6:00,2027,1,15,6,7," 12,961 ",1.77
1/15/2027 7:00,2027,1,15,7,8," 13,623 ",220.02
1/15/2027 8:00,2027,1,15,8,9," 13,905 ",1144.84
1/15/2027 9:00,2027,1,15,9,10," 14,276 ",2039.52
1/15/2027 10:00,2027,1,15,10,11," 14,651 ",2671.53
1/15/2027 11:00,2027,1,15,11,12," 14,851 ",3011.23
1/15/2027 12:00,2027,1,15,12,13," 14,916 ",3051.86
1/15/2027 13:00,2027,1,15,13,14," 15,051 ",2824.10
1/15/2027 14:00,2027,1,15,14,15," 14,890 ",2285.78
1/15/2027 15:00,2027,1,15,15,16," 14,605 ",1418.65
1/15/2027 16:00,2027,1,15,16,17," 14,403 ",498.80
1/15/2027 17:00,2027,1,15,17,18," 15,232 ",9.58
1/15/2027 18:00,2027,1,15,18,19," 15,376 ",0.00
1/15/2027 19:00,2027,1,15,19,20," 14,869 ",0.00
1/15/2027 20:00,2027,1,15,20,21," 14,342 ",0.00
1/15/2027 21:00,2027,1,15,21,22," 13,680 ",0.00
1/15/2027 22:00,2027,1,15,22,23," 12,684 ",0.00
1/15/2027 23:00,2027,1,15,23,24," 11,854 ",0.00
1/16/2027 0:00,2027,1,16,0,1," 11,111 ",0.00
1/16/2027 1:00,2027,1,16,1,2," 10,827 ",0.00
1/16/2027 2:00,2027,1,16,2,3," 10,532 ",0.00
1/16/2027 3:00,2027,1,16,3,4," 10,383 ",0.00
1/16/2027 4:00,2027,1,16,4,5," 10,453 ",0.00
1/16/2027 5:00,2027,1,16,5,6," 10,759 ",0.00
1/16/2027 6:00,2027,1,16,6,7," 11,040 ",1.77
1/16/2027 7:00,2027,1,16,7,8," 10,999 ",220.02
1/16/2027 8:00,2027,1,16,8,9," 11,653 ",1144.84
1/16/2027 9:00,2027,1,16,9,10," 12,190 ",2039.52
1/16/2027 10:00,2027,1,16,10,11," 12,554 ",2671.53
1/16/2027 11:00,2027,1,16,11,12," 12,697 ",3011.23
1/16/2027 12:00,2027,1,16,12,13," 12,737 ",3051.86
1/16/2027 13:00,2027,1,16,13,14," 12,649 ",2824.10
1/16/2027 14:00,2027,1,16,14,15," 12,533 ",2285.78
1/16/2027 15:00,2027,1,16,15,16," 12,413 ",1418.65
1/16/2027 16:00,2027,1,16,16,17," 12,504 ",498.80
1/16/2027 17:00,2027,1,16,17,18," 13,585 ",9.58
1/16/2027 18:00,2027,1,16,18,19," 13,967 ",0.00
1/16/2027 19:00,2027,1,16,19,20," 13,691 ",0.00
1/16/2027 20:00,2027,1,16,20,21," 13,312 ",0.00
1/16/2027 21:00,2027,1,16,21,22," 12,759 ",0.00
1/16/2027 22:00,2027,1,16,22,23," 11,888 ",0.00
1/16/2027 23:00,2027,1,16,23,24," 11,241 ",0.00
1/17/2027 0:00,2027,1,17,0,1," 10,840 ",0.00
1/17/2027 1:00,2027,1,17,1,2," 10,413 ",0.00
1/17/2027 2:00,2027,1,17,2,3," 10,155 ",0.00
1/17/2027 3:00,2027,1,17,3,4," 9,891 ",0.00
1/17/2027 4:00,2027,1,17,4,5," 9,931 ",0.00
1/17/2027 5:00,2027,1,17,5,6," 10,223 ",0.00
1/17/2027 6:00,2027,1,17,6,7," 10,374 ",1.77
1/17/2027 7:00,2027,1,17,7,8," 10,503 ",220.02
1/17/2027 8:00,2027,1,17,8,9," 11,059 ",1144.84
1/17/2027 9:00,2027,1,17,9,10," 11,546 ",2039.52
1/17/2027 10:00,2027,1,17,10,11," 11,892 ",2671.53
1/17/2027 11:00,2027,1,17,11,12," 12,140 ",3011.23
1/17/2027 12:00,2027,1,17,12,13," 12,245 ",3051.86
1/17/2027 13:00,2027,1,17,13,14," 12,287 ",2824.10
1/17/2027 14:00,2027,1,17,14,15," 12,280 ",2285.78
1/17/2027 15:00,2027,1,17,15,16," 12,338 ",1418.65
1/17/2027 16:00,2027,1,17,16,17," 12,524 ",498.80
1/17/2027 17:00,2027,1,17,17,18," 13,679 ",9.58
1/17/2027 18:00,2027,1,17,18,19," 14,162 ",0.00
1/17/2027 19:00,2027,1,17,19,20," 13,956 ",0.00
1/17/2027 20:00,2027,1,17,20,21," 13,583 ",0.00
1/17/2027 21:00,2027,1,17,21,22," 12,963 ",0.00
1/17/2027 22:00,2027,1,17,22,23," 12,058 ",0.00
1/17/2027 23:00,2027,1,17,23,24," 11,206 ",0.00
1/18/2027 0:00,2027,1,18,0,1," 10,597 ",0.00
1/18/2027 1:00,2027,1,18,1,2," 10,425 ",0.00
1/18/2027 2:00,2027,1,18,2,3," 10,191 ",0.00
1/18/2027 3:00,2027,1,18,3,4," 10,162 ",0.00
1/18/2027 4:00,2027,1,18,4,5," 10,462 ",0.00
1/18/2027 5:00,2027,1,18,5,6," 11,214 ",0.00
1/18/2027 6:00,2027,1,18,6,7," 12,096 ",1.77
1/18/2027 7:00,2027,1,18,7,8," 12,575 ",220.02
1/18/2027 8:00,2027,1,18,8,9," 13,433 ",1144.84
1/18/2027 9:00,2027,1,18,9,10," 14,005 ",2039.52
