Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,SDGE Hourly Load,SDGE Hourly PV Generation
2/13/2028 4:00,2028,2,13,4,5," 2,103 ",0.00
2/13/2028 5:00,2028,2,13,5,6," 2,188 ",0.00
2/13/2028 6:00,2028,2,13,6,7," 2,273 ",0.85
2/13/2028 7:00,2028,2,13,7,8," 2,379 ",164.21
2/13/2028 8:00,2028,2,13,8,9," 2,539 ",512.14
2/13/2028 9:00,2028,2,13,9,10," 2,618 ",804.15
2/13/2028 10:00,2028,2,13,10,11," 2,671 ",966.64
2/13/2028 11:00,2028,2,13,11,12," 2,680 ",1061.64
2/13/2028 12:00,2028,2,13,12,13," 2,658 ",1097.43
2/13/2028 13:00,2028,2,13,13,14," 2,632 ",1074.12
2/13/2028 14:00,2028,2,13,14,15," 2,641 ",900.60
2/13/2028 15:00,2028,2,13,15,16," 2,678 ",602.42
2/13/2028 16:00,2028,2,13,16,17," 2,755 ",229.07
2/13/2028 17:00,2028,2,13,17,18," 3,040 ",2.26
2/13/2028 18:00,2028,2,13,18,19," 3,238 ",0.00
2/13/2028 19:00,2028,2,13,19,20," 3,182 ",0.00
2/13/2028 20:00,2028,2,13,20,21," 3,078 ",0.00
2/13/2028 21:00,2028,2,13,21,22," 2,897 ",0.00
2/13/2028 22:00,2028,2,13,22,23," 2,635 ",0.00
2/13/2028 23:00,2028,2,13,23,24," 2,398 ",0.00
2/14/2028 0:00,2028,2,14,0,1," 2,135 ",0.00
2/14/2028 1:00,2028,2,14,1,2," 2,034 ",0.00
2/14/2028 2:00,2028,2,14,2,3," 1,993 ",0.00
2/14/2028 3:00,2028,2,14,3,4," 1,993 ",0.00
2/14/2028 4:00,2028,2,14,4,5," 2,067 ",0.00
2/14/2028 5:00,2028,2,14,5,6," 2,267 ",0.00
2/14/2028 6:00,2028,2,14,6,7," 2,636 ",0.85
2/14/2028 7:00,2028,2,14,7,8," 2,903 ",164.21
2/14/2028 8:00,2028,2,14,8,9," 3,058 ",512.14
2/14/2028 9:00,2028,2,14,9,10," 3,107 ",804.15
2/14/2028 10:00,2028,2,14,10,11," 3,130 ",966.64
2/14/2028 11:00,2028,2,14,11,12," 3,158 ",1061.64
2/14/2028 12:00,2028,2,14,12,13," 3,217 ",1097.43
2/14/2028 13:00,2028,2,14,13,14," 3,177 ",1074.12
2/14/2028 14:00,2028,2,14,14,15," 3,085 ",900.60
2/14/2028 15:00,2028,2,14,15,16," 3,052 ",602.42
2/14/2028 16:00,2028,2,14,16,17," 3,124 ",229.07
2/14/2028 17:00,2028,2,14,17,18," 3,407 ",2.26
2/14/2028 18:00,2028,2,14,18,19," 3,620 ",0.00
2/14/2028 19:00,2028,2,14,19,20," 3,563 ",0.00
2/14/2028 20:00,2028,2,14,20,21," 3,427 ",0.00
2/14/2028 21:00,2028,2,14,21,22," 3,169 ",0.00
2/14/2028 22:00,2028,2,14,22,23," 2,832 ",0.00
2/14/2028 23:00,2028,2,14,23,24," 2,502 ",0.00
2/15/2028 0:00,2028,2,15,0,1," 2,242 ",0.00
2/15/2028 1:00,2028,2,15,1,2," 2,130 ",0.00
2/15/2028 2:00,2028,2,15,2,3," 2,084 ",0.00
2/15/2028 3:00,2028,2,15,3,4," 2,081 ",0.00
2/15/2028 4:00,2028,2,15,4,5," 2,172 ",0.00
2/15/2028 5:00,2028,2,15,5,6," 2,397 ",0.00
2/15/2028 6:00,2028,2,15,6,7," 2,782 ",4.51
2/15/2028 7:00,2028,2,15,7,8," 2,957 ",184.60
2/15/2028 8:00,2028,2,15,8,9," 3,037 ",513.44
2/15/2028 9:00,2028,2,15,9,10," 3,080 ",781.93
2/15/2028 10:00,2028,2,15,10,11," 3,132 ",949.65
2/15/2028 11:00,2028,2,15,11,12," 3,122 ",1083.71
2/15/2028 12:00,2028,2,15,12,13," 3,083 ",1100.65
2/15/2028 13:00,2028,2,15,13,14," 3,034 ",1021.15
2/15/2028 14:00,2028,2,15,14,15," 2,977 ",830.75
2/15/2028 15:00,2028,2,15,15,16," 2,933 ",588.46
2/15/2028 16:00,2028,2,15,16,17," 2,952 ",245.33
2/15/2028 17:00,2028,2,15,17,18," 3,194 ",3.76
2/15/2028 18:00,2028,2,15,18,19," 3,466 ",0.00
2/15/2028 19:00,2028,2,15,19,20," 3,419 ",0.00
2/15/2028 20:00,2028,2,15,20,21," 3,318 ",0.00
2/15/2028 21:00,2028,2,15,21,22," 3,095 ",0.00
2/15/2028 22:00,2028,2,15,22,23," 2,785 ",0.00
2/15/2028 23:00,2028,2,15,23,24," 2,461 ",0.00
2/16/2028 0:00,2028,2,16,0,1," 2,260 ",0.00
2/16/2028 1:00,2028,2,16,1,2," 2,158 ",0.00
2/16/2028 2:00,2028,2,16,2,3," 2,109 ",0.00
2/16/2028 3:00,2028,2,16,3,4," 2,108 ",0.00
2/16/2028 4:00,2028,2,16,4,5," 2,198 ",0.00
2/16/2028 5:00,2028,2,16,5,6," 2,427 ",0.00
2/16/2028 6:00,2028,2,16,6,7," 2,811 ",4.51
2/16/2028 7:00,2028,2,16,7,8," 2,977 ",184.60
2/16/2028 8:00,2028,2,16,8,9," 3,016 ",513.44
2/16/2028 9:00,2028,2,16,9,10," 3,034 ",781.93
2/16/2028 10:00,2028,2,16,10,11," 3,039 ",949.65
2/16/2028 11:00,2028,2,16,11,12," 3,015 ",1083.71
2/16/2028 12:00,2028,2,16,12,13," 2,988 ",1100.65
2/16/2028 13:00,2028,2,16,13,14," 2,962 ",1021.15
2/16/2028 14:00,2028,2,16,14,15," 2,909 ",830.75
2/16/2028 15:00,2028,2,16,15,16," 2,875 ",588.46
2/16/2028 16:00,2028,2,16,16,17," 2,891 ",245.33
2/16/2028 17:00,2028,2,16,17,18," 3,103 ",3.76
2/16/2028 18:00,2028,2,16,18,19," 3,402 ",0.00
2/16/2028 19:00,2028,2,16,19,20," 3,366 ",0.00
2/16/2028 20:00,2028,2,16,20,21," 3,264 ",0.00
2/16/2028 21:00,2028,2,16,21,22," 3,025 ",0.00
2/16/2028 22:00,2028,2,16,22,23," 2,719 ",0.00
2/16/2028 23:00,2028,2,16,23,24," 2,401 ",0.00
2/17/2028 0:00,2028,2,17,0,1," 2,216 ",0.00
2/17/2028 1:00,2028,2,17,1,2," 2,112 ",0.00
2/17/2028 2:00,2028,2,17,2,3," 2,072 ",0.00
2/17/2028 3:00,2028,2,17,3,4," 2,073 ",0.00
2/17/2028 4:00,2028,2,17,4,5," 2,158 ",0.00
2/17/2028 5:00,2028,2,17,5,6," 2,389 ",0.00
2/17/2028 6:00,2028,2,17,6,7," 2,773 ",4.51
2/17/2028 7:00,2028,2,17,7,8," 2,920 ",184.60
2/17/2028 8:00,2028,2,17,8,9," 2,977 ",513.44
2/17/2028 9:00,2028,2,17,9,10," 2,981 ",781.93
2/17/2028 10:00,2028,2,17,10,11," 2,995 ",949.65
2/17/2028 11:00,2028,2,17,11,12," 2,988 ",1083.71
2/17/2028 12:00,2028,2,17,12,13," 2,971 ",1100.65
2/17/2028 13:00,2028,2,17,13,14," 2,961 ",1021.15
2/17/2028 14:00,2028,2,17,14,15," 2,926 ",830.75
2/17/2028 15:00,2028,2,17,15,16," 2,886 ",588.46
2/17/2028 16:00,2028,2,17,16,17," 2,877 ",245.33
2/17/2028 17:00,2028,2,17,17,18," 3,041 ",3.76
2/17/2028 18:00,2028,2,17,18,19," 3,316 ",0.00
2/17/2028 19:00,2028,2,17,19,20," 3,278 ",0.00
2/17/2028 20:00,2028,2,17,20,21," 3,164 ",0.00
2/17/2028 21:00,2028,2,17,21,22," 2,940 ",0.00
2/17/2028 22:00,2028,2,17,22,23," 2,626 ",0.00
2/17/2028 23:00,2028,2,17,23,24," 2,334 ",0.00
2/18/2028 0:00,2028,2,18,0,1," 2,154 ",0.00
2/18/2028 1:00,2028,2,18,1,2," 2,061 ",0.00
2/18/2028 2:00,2028,2,18,2,3," 2,023 ",0.00
2/18/2028 3:00,2028,2,18,3,4," 2,021 ",0.00
2/18/2028 4:00,2028,2,18,4,5," 2,092 ",0.00
2/18/2028 5:00,2028,2,18,5,6," 2,314 ",0.00
2/18/2028 6:00,2028,2,18,6,7," 2,652 ",4.51
2/18/2028 7:00,2028,2,18,7,8," 2,830 ",184.60
2/18/2028 8:00,2028,2,18,8,9," 2,890 ",513.44
2/18/2028 9:00,2028,2,18,9,10," 2,919 ",781.93
2/18/2028 10:00,2028,2,18,10,11," 2,952 ",949.65
2/18/2028 11:00,2028,2,18,11,12," 2,945 ",1083.71
2/18/2028 12:00,2028,2,18,12,13," 2,923 ",1100.65
2/18/2028 13:00,2028,2,18,13,14," 2,911 ",1021.15
2/18/2028 14:00,2028,2,18,14,15," 2,884 ",830.75
2/18/2028 15:00,2028,2,18,15,16," 2,844 ",588.46
2/18/2028 16:00,2028,2,18,16,17," 2,829 ",245.33
2/18/2028 17:00,2028,2,18,17,18," 2,968 ",3.76
2/18/2028 18:00,2028,2,18,18,19," 3,223 ",0.00
2/18/2028 19:00,2028,2,18,19,20," 3,145 ",0.00
2/18/2028 20:00,2028,2,18,20,21," 3,045 ",0.00
2/18/2028 21:00,2028,2,18,21,22," 2,864 ",0.00
2/18/2028 22:00,2028,2,18,22,23," 2,597 ",0.00
2/18/2028 23:00,2028,2,18,23,24," 2,338 ",0.00
2/19/2028 0:00,2028,2,19,0,1," 2,158 ",0.00
2/19/2028 1:00,2028,2,19,1,2," 2,061 ",0.00
2/19/2028 2:00,2028,2,19,2,3," 2,002 ",0.00
2/19/2028 3:00,2028,2,19,3,4," 1,975 ",0.00
2/19/2028 4:00,2028,2,19,4,5," 2,012 ",0.00
2/19/2028 5:00,2028,2,19,5,6," 2,091 ",0.00
2/19/2028 6:00,2028,2,19,6,7," 2,221 ",4.51
2/19/2028 7:00,2028,2,19,7,8," 2,333 ",184.60
2/19/2028 8:00,2028,2,19,8,9," 2,494 ",513.44
2/19/2028 9:00,2028,2,19,9,10," 2,580 ",781.93
2/19/2028 10:00,2028,2,19,10,11," 2,653 ",949.65
2/19/2028 11:00,2028,2,19,11,12," 2,671 ",1083.71
2/19/2028 12:00,2028,2,19,12,13," 2,649 ",1100.65
2/19/2028 13:00,2028,2,19,13,14," 2,603 ",1021.15
2/19/2028 14:00,2028,2,19,14,15," 2,571 ",830.75
2/19/2028 15:00,2028,2,19,15,16," 2,558 ",588.46
2/19/2028 16:00,2028,2,19,16,17," 2,590 ",245.33
2/19/2028 17:00,2028,2,19,17,18," 2,868 ",3.76
2/19/2028 18:00,2028,2,19,18,19," 3,095 ",0.00
2/19/2028 19:00,2028,2,19,19,20," 3,034 ",0.00
2/19/2028 20:00,2028,2,19,20,21," 2,924 ",0.00
2/19/2028 21:00,2028,2,19,21,22," 2,757 ",0.00
2/19/2028 22:00,2028,2,19,22,23," 2,504 ",0.00
2/19/2028 23:00,2028,2,19,23,24," 2,269 ",0.00
2/20/2028 0:00,2028,2,20,0,1," 2,086 ",0.00
2/20/2028 1:00,2028,2,20,1,2," 1,978 ",0.00
2/20/2028 2:00,2028,2,20,2,3," 1,907 ",0.00
2/20/2028 3:00,2028,2,20,3,4," 1,869 ",0.00
2/20/2028 4:00,2028,2,20,4,5," 1,883 ",0.00
2/20/2028 5:00,2028,2,20,5,6," 1,956 ",0.00
2/20/2028 6:00,2028,2,20,6,7," 2,029 ",4.51
2/20/2028 7:00,2028,2,20,7,8," 2,126 ",184.60
2/20/2028 8:00,2028,2,20,8,9," 2,310 ",513.44
2/20/2028 9:00,2028,2,20,9,10," 2,465 ",781.93
2/20/2028 10:00,2028,2,20,10,11," 2,554 ",949.65
2/20/2028 11:00,2028,2,20,11,12," 2,594 ",1083.71
2/20/2028 12:00,2028,2,20,12,13," 2,609 ",1100.65
2/20/2028 13:00,2028,2,20,13,14," 2,602 ",1021.15
2/20/2028 14:00,2028,2,20,14,15," 2,592 ",830.75
2/20/2028 15:00,2028,2,20,15,16," 2,589 ",588.46
2/20/2028 16:00,2028,2,20,16,17," 2,741 ",245.33
2/20/2028 17:00,2028,2,20,17,18," 3,014 ",3.76
2/20/2028 18:00,2028,2,20,18,19," 3,178 ",0.00
2/20/2028 19:00,2028,2,20,19,20," 3,096 ",0.00
2/20/2028 20:00,2028,2,20,20,21," 2,956 ",0.00
2/20/2028 21:00,2028,2,20,21,22," 2,755 ",0.00
2/20/2028 22:00,2028,2,20,22,23," 2,454 ",0.00
2/20/2028 23:00,2028,2,20,23,24," 2,202 ",0.00
2/21/2028 0:00,2028,2,21,0,1," 2,234 ",0.00
2/21/2028 1:00,2028,2,21,1,2," 2,125 ",0.00
2/21/2028 2:00,2028,2,21,2,3," 2,084 ",0.00
2/21/2028 3:00,2028,2,21,3,4," 2,078 ",0.00
2/21/2028 4:00,2028,2,21,4,5," 2,129 ",0.00
2/21/2028 5:00,2028,2,21,5,6," 2,269 ",0.00
2/21/2028 6:00,2028,2,21,6,7," 2,497 ",4.51
2/21/2028 7:00,2028,2,21,7,8," 2,724 ",184.60
2/21/2028 8:00,2028,2,21,8,9," 2,942 ",513.44
2/21/2028 9:00,2028,2,21,9,10," 3,118 ",781.93
2/21/2028 10:00,2028,2,21,10,11," 3,183 ",949.65
2/21/2028 11:00,2028,2,21,11,12," 3,215 ",1083.71
2/21/2028 12:00,2028,2,21,12,13," 3,263 ",1100.65
2/21/2028 13:00,2028,2,21,13,14," 3,181 ",1021.15
2/21/2028 14:00,2028,2,21,14,15," 3,103 ",830.75
2/21/2028 15:00,2028,2,21,15,16," 3,088 ",588.46
2/21/2028 16:00,2028,2,21,16,17," 3,111 ",245.33
2/21/2028 17:00,2028,2,21,17,18," 3,279 ",3.76
2/21/2028 18:00,2028,2,21,18,19," 3,491 ",0.00
2/21/2028 19:00,2028,2,21,19,20," 3,417 ",0.00
2/21/2028 20:00,2028,2,21,20,21," 3,314 ",0.00
2/21/2028 21:00,2028,2,21,21,22," 3,078 ",0.00
2/21/2028 22:00,2028,2,21,22,23," 2,769 ",0.00
2/21/2028 23:00,2028,2,21,23,24," 2,441 ",0.00
2/22/2028 0:00,2028,2,22,0,1," 2,081 ",0.00
2/22/2028 1:00,2028,2,22,1,2," 1,981 ",0.00
2/22/2028 2:00,2028,2,22,2,3," 1,926 ",0.00
2/22/2028 3:00,2028,2,22,3,4," 1,916 ",0.00
2/22/2028 4:00,2028,2,22,4,5," 1,992 ",0.00
2/22/2028 5:00,2028,2,22,5,6," 2,206 ",0.00
2/22/2028 6:00,2028,2,22,6,7," 2,522 ",13.68
2/22/2028 7:00,2028,2,22,7,8," 2,723 ",212.33
2/22/2028 8:00,2028,2,22,8,9," 2,806 ",527.50
2/22/2028 9:00,2028,2,22,9,10," 2,884 ",805.65
2/22/2028 10:00,2028,2,22,10,11," 2,961 ",1008.33
2/22/2028 11:00,2028,2,22,11,12," 2,997 ",1134.34
2/22/2028 12:00,2028,2,22,12,13," 2,998 ",1148.58
2/22/2028 13:00,2028,2,22,13,14," 2,994 ",1083.44
2/22/2028 14:00,2028,2,22,14,15," 2,955 ",916.96
2/22/2028 15:00,2028,2,22,15,16," 2,894 ",626.23
2/22/2028 16:00,2028,2,22,16,17," 2,905 ",273.57
2/22/2028 17:00,2028,2,22,17,18," 3,069 ",16.68
2/22/2028 18:00,2028,2,22,18,19," 3,314 ",0.00
2/22/2028 19:00,2028,2,22,19,20," 3,274 ",0.00
2/22/2028 20:00,2028,2,22,20,21," 3,134 ",0.00
2/22/2028 21:00,2028,2,22,21,22," 2,891 ",0.00
2/22/2028 22:00,2028,2,22,22,23," 2,548 ",0.00
2/22/2028 23:00,2028,2,22,23,24," 2,265 ",0.00
2/23/2028 0:00,2028,2,23,0,1," 2,100 ",0.00
2/23/2028 1:00,2028,2,23,1,2," 2,008 ",0.00
2/23/2028 2:00,2028,2,23,2,3," 1,948 ",0.00
2/23/2028 3:00,2028,2,23,3,4," 1,936 ",0.00
2/23/2028 4:00,2028,2,23,4,5," 2,000 ",0.00
2/23/2028 5:00,2028,2,23,5,6," 2,214 ",0.00
2/23/2028 6:00,2028,2,23,6,7," 2,548 ",13.68
2/23/2028 7:00,2028,2,23,7,8," 2,759 ",212.33
2/23/2028 8:00,2028,2,23,8,9," 2,854 ",527.50
2/23/2028 9:00,2028,2,23,9,10," 2,910 ",805.65
2/23/2028 10:00,2028,2,23,10,11," 2,965 ",1008.33
2/23/2028 11:00,2028,2,23,11,12," 2,977 ",1134.34
2/23/2028 12:00,2028,2,23,12,13," 2,974 ",1148.58
2/23/2028 13:00,2028,2,23,13,14," 2,953 ",1083.44
2/23/2028 14:00,2028,2,23,14,15," 2,906 ",916.96
2/23/2028 15:00,2028,2,23,15,16," 2,867 ",626.23
2/23/2028 16:00,2028,2,23,16,17," 2,865 ",273.57
2/23/2028 17:00,2028,2,23,17,18," 3,011 ",16.68
2/23/2028 18:00,2028,2,23,18,19," 3,318 ",0.00
2/23/2028 19:00,2028,2,23,19,20," 3,285 ",0.00
2/23/2028 20:00,2028,2,23,20,21," 3,172 ",0.00
2/23/2028 21:00,2028,2,23,21,22," 2,942 ",0.00
2/23/2028 22:00,2028,2,23,22,23," 2,605 ",0.00
2/23/2028 23:00,2028,2,23,23,24," 2,310 ",0.00
2/24/2028 0:00,2028,2,24,0,1," 2,128 ",0.00
2/24/2028 1:00,2028,2,24,1,2," 2,040 ",0.00
2/24/2028 2:00,2028,2,24,2,3," 1,994 ",0.00
2/24/2028 3:00,2028,2,24,3,4," 1,994 ",0.00
2/24/2028 4:00,2028,2,24,4,5," 2,062 ",0.00
2/24/2028 5:00,2028,2,24,5,6," 2,282 ",0.00
2/24/2028 6:00,2028,2,24,6,7," 2,622 ",13.68
2/24/2028 7:00,2028,2,24,7,8," 2,804 ",212.33
2/24/2028 8:00,2028,2,24,8,9," 2,876 ",527.50
2/24/2028 9:00,2028,2,24,9,10," 2,925 ",805.65
2/24/2028 10:00,2028,2,24,10,11," 2,970 ",1008.33
2/24/2028 11:00,2028,2,24,11,12," 2,975 ",1134.34
2/24/2028 12:00,2028,2,24,12,13," 2,967 ",1148.58
2/24/2028 13:00,2028,2,24,13,14," 2,953 ",1083.44
2/24/2028 14:00,2028,2,24,14,15," 2,919 ",916.96
2/24/2028 15:00,2028,2,24,15,16," 2,881 ",626.23
2/24/2028 16:00,2028,2,24,16,17," 2,872 ",273.57
2/24/2028 17:00,2028,2,24,17,18," 3,044 ",16.68
2/24/2028 18:00,2028,2,24,18,19," 3,334 ",0.00
2/24/2028 19:00,2028,2,24,19,20," 3,290 ",0.00
2/24/2028 20:00,2028,2,24,20,21," 3,169 ",0.00
2/24/2028 21:00,2028,2,24,21,22," 2,935 ",0.00
2/24/2028 22:00,2028,2,24,22,23," 2,594 ",0.00
2/24/2028 23:00,2028,2,24,23,24," 2,305 ",0.00
2/25/2028 0:00,2028,2,25,0,1," 2,125 ",0.00
2/25/2028 1:00,2028,2,25,1,2," 2,034 ",0.00
2/25/2028 2:00,2028,2,25,2,3," 1,975 ",0.00
2/25/2028 3:00,2028,2,25,3,4," 1,969 ",0.00
2/25/2028 4:00,2028,2,25,4,5," 2,036 ",0.00
2/25/2028 5:00,2028,2,25,5,6," 2,236 ",0.00
2/25/2028 6:00,2028,2,25,6,7," 2,562 ",13.68
2/25/2028 7:00,2028,2,25,7,8," 2,794 ",212.33
2/25/2028 8:00,2028,2,25,8,9," 2,880 ",527.50
2/25/2028 9:00,2028,2,25,9,10," 2,921 ",805.65
2/25/2028 10:00,2028,2,25,10,11," 2,965 ",1008.33
2/25/2028 11:00,2028,2,25,11,12," 2,969 ",1134.34
2/25/2028 12:00,2028,2,25,12,13," 2,958 ",1148.58
2/25/2028 13:00,2028,2,25,13,14," 2,947 ",1083.44
2/25/2028 14:00,2028,2,25,14,15," 2,906 ",916.96
2/25/2028 15:00,2028,2,25,15,16," 2,843 ",626.23
2/25/2028 16:00,2028,2,25,16,17," 2,832 ",273.57
2/25/2028 17:00,2028,2,25,17,18," 2,994 ",16.68
2/25/2028 18:00,2028,2,25,18,19," 3,241 ",0.00
2/25/2028 19:00,2028,2,25,19,20," 3,166 ",0.00
2/25/2028 20:00,2028,2,25,20,21," 3,056 ",0.00
2/25/2028 21:00,2028,2,25,21,22," 2,865 ",0.00
2/25/2028 22:00,2028,2,25,22,23," 2,586 ",0.00
2/25/2028 23:00,2028,2,25,23,24," 2,335 ",0.00
2/26/2028 0:00,2028,2,26,0,1," 2,152 ",0.00
2/26/2028 1:00,2028,2,26,1,2," 2,045 ",0.00
2/26/2028 2:00,2028,2,26,2,3," 1,984 ",0.00
2/26/2028 3:00,2028,2,26,3,4," 1,961 ",0.00
2/26/2028 4:00,2028,2,26,4,5," 1,981 ",0.00
2/26/2028 5:00,2028,2,26,5,6," 2,065 ",0.00
2/26/2028 6:00,2028,2,26,6,7," 2,156 ",13.68
2/26/2028 7:00,2028,2,26,7,8," 2,283 ",212.33
2/26/2028 8:00,2028,2,26,8,9," 2,446 ",527.50
2/26/2028 9:00,2028,2,26,9,10," 2,569 ",805.65
2/26/2028 10:00,2028,2,26,10,11," 2,681 ",1008.33
2/26/2028 11:00,2028,2,26,11,12," 2,741 ",1134.34
2/26/2028 12:00,2028,2,26,12,13," 2,757 ",1148.58
2/26/2028 13:00,2028,2,26,13,14," 2,741 ",1083.44
2/26/2028 14:00,2028,2,26,14,15," 2,719 ",916.96
2/26/2028 15:00,2028,2,26,15,16," 2,705 ",626.23
2/26/2028 16:00,2028,2,26,16,17," 2,690 ",273.57
2/26/2028 17:00,2028,2,26,17,18," 2,799 ",16.68
2/26/2028 18:00,2028,2,26,18,19," 3,089 ",0.00
2/26/2028 19:00,2028,2,26,19,20," 3,037 ",0.00
2/26/2028 20:00,2028,2,26,20,21," 2,913 ",0.00
2/26/2028 21:00,2028,2,26,21,22," 2,744 ",0.00
2/26/2028 22:00,2028,2,26,22,23," 2,493 ",0.00
2/26/2028 23:00,2028,2,26,23,24," 2,254 ",0.00
2/27/2028 0:00,2028,2,27,0,1," 2,083 ",0.00
2/27/2028 1:00,2028,2,27,1,2," 1,975 ",0.00
2/27/2028 2:00,2028,2,27,2,3," 1,905 ",0.00
2/27/2028 3:00,2028,2,27,3,4," 1,873 ",0.00
2/27/2028 4:00,2028,2,27,4,5," 1,884 ",0.00
2/27/2028 5:00,2028,2,27,5,6," 1,952 ",0.00
2/27/2028 6:00,2028,2,27,6,7," 1,990 ",13.68
2/27/2028 7:00,2028,2,27,7,8," 2,108 ",212.33
2/27/2028 8:00,2028,2,27,8,9," 2,285 ",527.50
2/27/2028 9:00,2028,2,27,9,10," 2,440 ",805.65
2/27/2028 10:00,2028,2,27,10,11," 2,554 ",1008.33
2/27/2028 11:00,2028,2,27,11,12," 2,633 ",1134.34
2/27/2028 12:00,2028,2,27,12,13," 2,681 ",1148.58
2/27/2028 13:00,2028,2,27,13,14," 2,689 ",1083.44
2/27/2028 14:00,2028,2,27,14,15," 2,663 ",916.96
2/27/2028 15:00,2028,2,27,15,16," 2,645 ",626.23
2/27/2028 16:00,2028,2,27,16,17," 2,681 ",273.57
2/27/2028 17:00,2028,2,27,17,18," 2,825 ",16.68
2/27/2028 18:00,2028,2,27,18,19," 3,132 ",0.00
2/27/2028 19:00,2028,2,27,19,20," 3,106 ",0.00
2/27/2028 20:00,2028,2,27,20,21," 2,976 ",0.00
2/27/2028 21:00,2028,2,27,21,22," 2,741 ",0.00
2/27/2028 22:00,2028,2,27,22,23," 2,452 ",0.00
2/27/2028 23:00,2028,2,27,23,24," 2,198 ",0.00
2/28/2028 0:00,2028,2,28,0,1," 2,009 ",0.00
2/28/2028 1:00,2028,2,28,1,2," 1,914 ",0.00
2/28/2028 2:00,2028,2,28,2,3," 1,863 ",0.00
2/28/2028 3:00,2028,2,28,3,4," 1,857 ",0.00
2/28/2028 4:00,2028,2,28,4,5," 1,936 ",0.00
2/28/2028 5:00,2028,2,28,5,6," 2,144 ",0.00
2/28/2028 6:00,2028,2,28,6,7," 2,412 ",13.68
2/28/2028 7:00,2028,2,28,7,8," 2,621 ",212.33
2/28/2028 8:00,2028,2,28,8,9," 2,799 ",527.50
2/28/2028 9:00,2028,2,28,9,10," 2,953 ",805.65
2/28/2028 10:00,2028,2,28,10,11," 3,095 ",1008.33
2/28/2028 11:00,2028,2,28,11,12," 3,194 ",1134.34
2/28/2028 12:00,2028,2,28,12,13," 3,238 ",1148.58
2/28/2028 13:00,2028,2,28,13,14," 3,193 ",1083.44
2/28/2028 14:00,2028,2,28,14,15," 3,077 ",916.96
2/28/2028 15:00,2028,2,28,15,16," 3,003 ",626.23
2/28/2028 16:00,2028,2,28,16,17," 2,999 ",273.57
2/28/2028 17:00,2028,2,28,17,18," 3,166 ",16.68
2/28/2028 18:00,2028,2,28,18,19," 3,383 ",0.00
2/28/2028 19:00,2028,2,28,19,20," 3,304 ",0.00
2/28/2028 20:00,2028,2,28,20,21," 3,158 ",0.00
2/28/2028 21:00,2028,2,28,21,22," 2,886 ",0.00
2/28/2028 22:00,2028,2,28,22,23," 2,558 ",0.00
2/28/2028 23:00,2028,2,28,23,24," 2,271 ",0.00
3/1/2028 0:00,2028,3,1,0,1," 2,085 ",0.00
3/1/2028 1:00,2028,3,1,1,2," 1,993 ",0.00
3/1/2028 2:00,2028,3,1,2,3," 1,941 ",0.00
3/1/2028 3:00,2028,3,1,3,4," 1,935 ",0.00
3/1/2028 4:00,2028,3,1,4,5," 2,010 ",0.00
3/1/2028 5:00,2028,3,1,5,6," 2,221 ",0.00
3/1/2028 6:00,2028,3,1,6,7," 2,527 ",24.58
3/1/2028 7:00,2028,3,1,7,8," 2,726 ",274.36
3/1/2028 8:00,2028,3,1,8,9," 2,809 ",627.89
3/1/2028 9:00,2028,3,1,9,10," 2,879 ",897.53
3/1/2028 10:00,2028,3,1,10,11," 2,948 ",1044.61
3/1/2028 11:00,2028,3,1,11,12," 2,964 ",1137.85
3/1/2028 12:00,2028,3,1,12,13," 2,963 ",1148.40
3/1/2028 13:00,2028,3,1,13,14," 2,956 ",1083.11
3/1/2028 14:00,2028,3,1,14,15," 2,923 ",933.50
3/1/2028 15:00,2028,3,1,15,16," 2,891 ",657.66
3/1/2028 16:00,2028,3,1,16,17," 2,878 ",320.11
3/1/2028 17:00,2028,3,1,17,18," 3,012 ",24.90
3/1/2028 18:00,2028,3,1,18,19," 3,315 ",0.00
3/1/2028 19:00,2028,3,1,19,20," 3,278 ",0.00
3/1/2028 20:00,2028,3,1,20,21," 3,139 ",0.00
3/1/2028 21:00,2028,3,1,21,22," 2,895 ",0.00
3/1/2028 22:00,2028,3,1,22,23," 2,557 ",0.00
3/1/2028 23:00,2028,3,1,23,24," 2,275 ",0.00
3/2/2028 0:00,2028,3,2,0,1," 2,093 ",0.00
3/2/2028 1:00,2028,3,2,1,2," 2,001 ",0.00
3/2/2028 2:00,2028,3,2,2,3," 1,950 ",0.00
3/2/2028 3:00,2028,3,2,3,4," 1,938 ",0.00
3/2/2028 4:00,2028,3,2,4,5," 2,009 ",0.00
3/2/2028 5:00,2028,3,2,5,6," 2,214 ",0.00
3/2/2028 6:00,2028,3,2,6,7," 2,502 ",24.58
3/2/2028 7:00,2028,3,2,7,8," 2,713 ",274.36
3/2/2028 8:00,2028,3,2,8,9," 2,811 ",627.89
3/2/2028 9:00,2028,3,2,9,10," 2,883 ",897.53
3/2/2028 10:00,2028,3,2,10,11," 2,949 ",1044.61
3/2/2028 11:00,2028,3,2,11,12," 2,959 ",1137.85
3/2/2028 12:00,2028,3,2,12,13," 2,948 ",1148.40
3/2/2028 13:00,2028,3,2,13,14," 2,915 ",1083.11
3/2/2028 14:00,2028,3,2,14,15," 2,875 ",933.50
3/2/2028 15:00,2028,3,2,15,16," 2,821 ",657.66
