Date/Hour (PST),Year,Month,Day,Hour Beginning,Hour Ending,SDGE Hourly Load,SDGE Hourly PV Generation
1/4/2027 8:00,2027,1,4,8,9," 3,140 ",434.37
1/4/2027 9:00,2027,1,4,9,10," 3,143 ",720.72
1/4/2027 10:00,2027,1,4,10,11," 3,128 ",913.65
1/4/2027 11:00,2027,1,4,11,12," 3,090 ",1009.77
1/4/2027 12:00,2027,1,4,12,13," 3,048 ",1014.50
1/4/2027 13:00,2027,1,4,13,14," 3,000 ",911.45
1/4/2027 14:00,2027,1,4,14,15," 2,942 ",707.43
1/4/2027 15:00,2027,1,4,15,16," 2,929 ",393.99
1/4/2027 16:00,2027,1,4,16,17," 3,042 ",50.42
1/4/2027 17:00,2027,1,4,17,18," 3,490 ",0.00
1/4/2027 18:00,2027,1,4,18,19," 3,599 ",0.00
1/4/2027 19:00,2027,1,4,19,20," 3,529 ",0.00
1/4/2027 20:00,2027,1,4,20,21," 3,399 ",0.00
1/4/2027 21:00,2027,1,4,21,22," 3,158 ",0.00
1/4/2027 22:00,2027,1,4,22,23," 2,822 ",0.00
1/4/2027 23:00,2027,1,4,23,24," 2,492 ",0.00
1/5/2027 0:00,2027,1,5,0,1," 2,273 ",0.00
1/5/2027 1:00,2027,1,5,1,2," 2,178 ",0.00
1/5/2027 2:00,2027,1,5,2,3," 2,119 ",0.00
1/5/2027 3:00,2027,1,5,3,4," 2,115 ",0.00
1/5/2027 4:00,2027,1,5,4,5," 2,207 ",0.00
1/5/2027 5:00,2027,1,5,5,6," 2,425 ",0.00
1/5/2027 6:00,2027,1,5,6,7," 2,846 ",0.00
1/5/2027 7:00,2027,1,5,7,8," 3,022 ",94.38
1/5/2027 8:00,2027,1,5,8,9," 3,075 ",434.37
1/5/2027 9:00,2027,1,5,9,10," 3,077 ",720.72
1/5/2027 10:00,2027,1,5,10,11," 3,074 ",913.65
1/5/2027 11:00,2027,1,5,11,12," 3,049 ",1009.77
1/5/2027 12:00,2027,1,5,12,13," 3,016 ",1014.50
1/5/2027 13:00,2027,1,5,13,14," 2,982 ",911.45
1/5/2027 14:00,2027,1,5,14,15," 2,935 ",707.43
1/5/2027 15:00,2027,1,5,15,16," 2,907 ",393.99
1/5/2027 16:00,2027,1,5,16,17," 3,006 ",50.42
1/5/2027 17:00,2027,1,5,17,18," 3,425 ",0.00
1/5/2027 18:00,2027,1,5,18,19," 3,512 ",0.00
1/5/2027 19:00,2027,1,5,19,20," 3,452 ",0.00
1/5/2027 20:00,2027,1,5,20,21," 3,334 ",0.00
1/5/2027 21:00,2027,1,5,21,22," 3,109 ",0.00
1/5/2027 22:00,2027,1,5,22,23," 2,796 ",0.00
1/5/2027 23:00,2027,1,5,23,24," 2,469 ",0.00
1/6/2027 0:00,2027,1,6,0,1," 2,259 ",0.00
1/6/2027 1:00,2027,1,6,1,2," 2,164 ",0.00
1/6/2027 2:00,2027,1,6,2,3," 2,111 ",0.00
1/6/2027 3:00,2027,1,6,3,4," 2,106 ",0.00
1/6/2027 4:00,2027,1,6,4,5," 2,199 ",0.00
1/6/2027 5:00,2027,1,6,5,6," 2,421 ",0.00
1/6/2027 6:00,2027,1,6,6,7," 2,836 ",0.00
1/6/2027 7:00,2027,1,6,7,8," 3,000 ",94.38
1/6/2027 8:00,2027,1,6,8,9," 3,042 ",434.37
1/6/2027 9:00,2027,1,6,9,10," 3,051 ",720.72
1/6/2027 10:00,2027,1,6,10,11," 3,067 ",913.65
1/6/2027 11:00,2027,1,6,11,12," 3,058 ",1009.77
1/6/2027 12:00,2027,1,6,12,13," 3,040 ",1014.50
1/6/2027 13:00,2027,1,6,13,14," 3,022 ",911.45
1/6/2027 14:00,2027,1,6,14,15," 2,971 ",707.43
1/6/2027 15:00,2027,1,6,15,16," 2,935 ",393.99
1/6/2027 16:00,2027,1,6,16,17," 2,995 ",50.42
1/6/2027 17:00,2027,1,6,17,18," 3,388 ",0.00
1/6/2027 18:00,2027,1,6,18,19," 3,465 ",0.00
1/6/2027 19:00,2027,1,6,19,20," 3,380 ",0.00
1/6/2027 20:00,2027,1,6,20,21," 3,264 ",0.00
1/6/2027 21:00,2027,1,6,21,22," 3,031 ",0.00
1/6/2027 22:00,2027,1,6,22,23," 2,724 ",0.00
1/6/2027 23:00,2027,1,6,23,24," 2,401 ",0.00
1/7/2027 0:00,2027,1,7,0,1," 2,211 ",0.00
1/7/2027 1:00,2027,1,7,1,2," 2,108 ",0.00
1/7/2027 2:00,2027,1,7,2,3," 2,067 ",0.00
1/7/2027 3:00,2027,1,7,3,4," 2,063 ",0.00
1/7/2027 4:00,2027,1,7,4,5," 2,134 ",0.00
1/7/2027 5:00,2027,1,7,5,6," 2,355 ",0.00
1/7/2027 6:00,2027,1,7,6,7," 2,771 ",0.00
1/7/2027 7:00,2027,1,7,7,8," 2,931 ",94.38
1/7/2027 8:00,2027,1,7,8,9," 2,979 ",434.37
1/7/2027 9:00,2027,1,7,9,10," 3,012 ",720.72
1/7/2027 10:00,2027,1,7,10,11," 3,039 ",913.65
1/7/2027 11:00,2027,1,7,11,12," 3,037 ",1009.77
1/7/2027 12:00,2027,1,7,12,13," 3,014 ",1014.50
1/7/2027 13:00,2027,1,7,13,14," 2,992 ",911.45
1/7/2027 14:00,2027,1,7,14,15," 2,952 ",707.43
1/7/2027 15:00,2027,1,7,15,16," 2,935 ",393.99
1/7/2027 16:00,2027,1,7,16,17," 3,036 ",50.42
1/7/2027 17:00,2027,1,7,17,18," 3,417 ",0.00
1/7/2027 18:00,2027,1,7,18,19," 3,467 ",0.00
1/7/2027 19:00,2027,1,7,19,20," 3,389 ",0.00
1/7/2027 20:00,2027,1,7,20,21," 3,267 ",0.00
1/7/2027 21:00,2027,1,7,21,22," 3,033 ",0.00
1/7/2027 22:00,2027,1,7,22,23," 2,712 ",0.00
1/7/2027 23:00,2027,1,7,23,24," 2,382 ",0.00
1/8/2027 0:00,2027,1,8,0,1," 2,196 ",0.00
1/8/2027 1:00,2027,1,8,1,2," 2,082 ",0.00
1/8/2027 2:00,2027,1,8,2,3," 2,027 ",0.00
1/8/2027 3:00,2027,1,8,3,4," 2,013 ",0.00
1/8/2027 4:00,2027,1,8,4,5," 2,075 ",0.00
1/8/2027 5:00,2027,1,8,5,6," 2,271 ",0.00
1/8/2027 6:00,2027,1,8,6,7," 2,660 ",0.00
1/8/2027 7:00,2027,1,8,7,8," 2,870 ",96.49
1/8/2027 8:00,2027,1,8,8,9," 2,960 ",434.51
1/8/2027 9:00,2027,1,8,9,10," 2,985 ",727.05
1/8/2027 10:00,2027,1,8,10,11," 3,001 ",899.37
1/8/2027 11:00,2027,1,8,11,12," 3,006 ",982.88
1/8/2027 12:00,2027,1,8,12,13," 3,014 ",1017.60
1/8/2027 13:00,2027,1,8,13,14," 2,987 ",931.77
1/8/2027 14:00,2027,1,8,14,15," 2,945 ",744.07
1/8/2027 15:00,2027,1,8,15,16," 2,893 ",437.91
1/8/2027 16:00,2027,1,8,16,17," 2,935 ",114.79
1/8/2027 17:00,2027,1,8,17,18," 3,282 ",0.00
1/8/2027 18:00,2027,1,8,18,19," 3,328 ",0.00
1/8/2027 19:00,2027,1,8,19,20," 3,233 ",0.00
1/8/2027 20:00,2027,1,8,20,21," 3,121 ",0.00
1/8/2027 21:00,2027,1,8,21,22," 2,957 ",0.00
1/8/2027 22:00,2027,1,8,22,23," 2,725 ",0.00
1/8/2027 23:00,2027,1,8,23,24," 2,438 ",0.00
1/9/2027 0:00,2027,1,9,0,1," 2,249 ",0.00
1/9/2027 1:00,2027,1,9,1,2," 2,137 ",0.00
1/9/2027 2:00,2027,1,9,2,3," 2,071 ",0.00
1/9/2027 3:00,2027,1,9,3,4," 2,052 ",0.00
1/9/2027 4:00,2027,1,9,4,5," 2,071 ",0.00
1/9/2027 5:00,2027,1,9,5,6," 2,173 ",0.00
1/9/2027 6:00,2027,1,9,6,7," 2,300 ",0.00
1/9/2027 7:00,2027,1,9,7,8," 2,412 ",96.49
1/9/2027 8:00,2027,1,9,8,9," 2,560 ",434.51
1/9/2027 9:00,2027,1,9,9,10," 2,671 ",727.05
1/9/2027 10:00,2027,1,9,10,11," 2,727 ",899.37
1/9/2027 11:00,2027,1,9,11,12," 2,739 ",982.88
1/9/2027 12:00,2027,1,9,12,13," 2,734 ",1017.60
1/9/2027 13:00,2027,1,9,13,14," 2,704 ",931.77
1/9/2027 14:00,2027,1,9,14,15," 2,645 ",744.07
1/9/2027 15:00,2027,1,9,15,16," 2,622 ",437.91
1/9/2027 16:00,2027,1,9,16,17," 2,704 ",114.79
1/9/2027 17:00,2027,1,9,17,18," 3,075 ",0.00
1/9/2027 18:00,2027,1,9,18,19," 3,168 ",0.00
1/9/2027 19:00,2027,1,9,19,20," 3,093 ",0.00
1/9/2027 20:00,2027,1,9,20,21," 2,989 ",0.00
1/9/2027 21:00,2027,1,9,21,22," 2,825 ",0.00
1/9/2027 22:00,2027,1,9,22,23," 2,577 ",0.00
1/9/2027 23:00,2027,1,9,23,24," 2,346 ",0.00
1/10/2027 0:00,2027,1,10,0,1," 2,174 ",0.00
1/10/2027 1:00,2027,1,10,1,2," 2,064 ",0.00
1/10/2027 2:00,2027,1,10,2,3," 2,005 ",0.00
1/10/2027 3:00,2027,1,10,3,4," 1,981 ",0.00
1/10/2027 4:00,2027,1,10,4,5," 1,998 ",0.00
1/10/2027 5:00,2027,1,10,5,6," 2,066 ",0.00
1/10/2027 6:00,2027,1,10,6,7," 2,185 ",0.00
1/10/2027 7:00,2027,1,10,7,8," 2,258 ",96.49
1/10/2027 8:00,2027,1,10,8,9," 2,404 ",434.51
1/10/2027 9:00,2027,1,10,9,10," 2,513 ",727.05
1/10/2027 10:00,2027,1,10,10,11," 2,589 ",899.37
1/10/2027 11:00,2027,1,10,11,12," 2,654 ",982.88
1/10/2027 12:00,2027,1,10,12,13," 2,677 ",1017.60
1/10/2027 13:00,2027,1,10,13,14," 2,662 ",931.77
1/10/2027 14:00,2027,1,10,14,15," 2,622 ",744.07
1/10/2027 15:00,2027,1,10,15,16," 2,605 ",437.91
1/10/2027 16:00,2027,1,10,16,17," 2,661 ",114.79
1/10/2027 17:00,2027,1,10,17,18," 3,048 ",0.00
1/10/2027 18:00,2027,1,10,18,19," 3,172 ",0.00
1/10/2027 19:00,2027,1,10,19,20," 3,106 ",0.00
1/10/2027 20:00,2027,1,10,20,21," 2,978 ",0.00
1/10/2027 21:00,2027,1,10,21,22," 2,778 ",0.00
1/10/2027 22:00,2027,1,10,22,23," 2,503 ",0.00
1/10/2027 23:00,2027,1,10,23,24," 2,243 ",0.00
1/11/2027 0:00,2027,1,11,0,1," 2,078 ",0.00
1/11/2027 1:00,2027,1,11,1,2," 1,999 ",0.00
1/11/2027 2:00,2027,1,11,2,3," 1,948 ",0.00
1/11/2027 3:00,2027,1,11,3,4," 1,948 ",0.00
1/11/2027 4:00,2027,1,11,4,5," 2,023 ",0.00
1/11/2027 5:00,2027,1,11,5,6," 2,248 ",0.00
1/11/2027 6:00,2027,1,11,6,7," 2,621 ",0.00
1/11/2027 7:00,2027,1,11,7,8," 2,805 ",96.49
1/11/2027 8:00,2027,1,11,8,9," 2,898 ",434.51
1/11/2027 9:00,2027,1,11,9,10," 2,992 ",727.05
1/11/2027 10:00,2027,1,11,10,11," 3,093 ",899.37
1/11/2027 11:00,2027,1,11,11,12," 3,164 ",982.88
1/11/2027 12:00,2027,1,11,12,13," 3,207 ",1017.60
1/11/2027 13:00,2027,1,11,13,14," 3,235 ",931.77
1/11/2027 14:00,2027,1,11,14,15," 3,221 ",744.07
1/11/2027 15:00,2027,1,11,15,16," 3,175 ",437.91
1/11/2027 16:00,2027,1,11,16,17," 3,162 ",114.79
1/11/2027 17:00,2027,1,11,17,18," 3,416 ",0.00
1/11/2027 18:00,2027,1,11,18,19," 3,470 ",0.00
1/11/2027 19:00,2027,1,11,19,20," 3,338 ",0.00
1/11/2027 20:00,2027,1,11,20,21," 3,220 ",0.00
1/11/2027 21:00,2027,1,11,21,22," 2,971 ",0.00
1/11/2027 22:00,2027,1,11,22,23," 2,660 ",0.00
1/11/2027 23:00,2027,1,11,23,24," 2,362 ",0.00
1/12/2027 0:00,2027,1,12,0,1," 2,191 ",0.00
1/12/2027 1:00,2027,1,12,1,2," 2,078 ",0.00
1/12/2027 2:00,2027,1,12,2,3," 2,031 ",0.00
1/12/2027 3:00,2027,1,12,3,4," 2,021 ",0.00
1/12/2027 4:00,2027,1,12,4,5," 2,071 ",0.00
1/12/2027 5:00,2027,1,12,5,6," 2,264 ",0.00
1/12/2027 6:00,2027,1,12,6,7," 2,627 ",0.00
1/12/2027 7:00,2027,1,12,7,8," 2,808 ",96.49
1/12/2027 8:00,2027,1,12,8,9," 2,906 ",434.51
1/12/2027 9:00,2027,1,12,9,10," 3,009 ",727.05
1/12/2027 10:00,2027,1,12,10,11," 3,119 ",899.37
1/12/2027 11:00,2027,1,12,11,12," 3,185 ",982.88
1/12/2027 12:00,2027,1,12,12,13," 3,218 ",1017.60
1/12/2027 13:00,2027,1,12,13,14," 3,243 ",931.77
1/12/2027 14:00,2027,1,12,14,15," 3,227 ",744.07
1/12/2027 15:00,2027,1,12,15,16," 3,188 ",437.91
1/12/2027 16:00,2027,1,12,16,17," 3,168 ",114.79
1/12/2027 17:00,2027,1,12,17,18," 3,404 ",0.00
1/12/2027 18:00,2027,1,12,18,19," 3,444 ",0.00
1/12/2027 19:00,2027,1,12,19,20," 3,328 ",0.00
1/12/2027 20:00,2027,1,12,20,21," 3,187 ",0.00
1/12/2027 21:00,2027,1,12,21,22," 2,948 ",0.00
1/12/2027 22:00,2027,1,12,22,23," 2,593 ",0.00
1/12/2027 23:00,2027,1,12,23,24," 2,293 ",0.00
1/13/2027 0:00,2027,1,13,0,1," 2,118 ",0.00
1/13/2027 1:00,2027,1,13,1,2," 2,020 ",0.00
1/13/2027 2:00,2027,1,13,2,3," 1,963 ",0.00
1/13/2027 3:00,2027,1,13,3,4," 1,956 ",0.00
1/13/2027 4:00,2027,1,13,4,5," 2,022 ",0.00
1/13/2027 5:00,2027,1,13,5,6," 2,228 ",0.00
1/13/2027 6:00,2027,1,13,6,7," 2,599 ",0.00
1/13/2027 7:00,2027,1,13,7,8," 2,793 ",96.49
1/13/2027 8:00,2027,1,13,8,9," 2,871 ",434.51
1/13/2027 9:00,2027,1,13,9,10," 2,954 ",727.05
1/13/2027 10:00,2027,1,13,10,11," 3,049 ",899.37
1/13/2027 11:00,2027,1,13,11,12," 3,117 ",982.88
1/13/2027 12:00,2027,1,13,12,13," 3,148 ",1017.60
1/13/2027 13:00,2027,1,13,13,14," 3,149 ",931.77
1/13/2027 14:00,2027,1,13,14,15," 3,120 ",744.07
1/13/2027 15:00,2027,1,13,15,16," 3,074 ",437.91
1/13/2027 16:00,2027,1,13,16,17," 3,076 ",114.79
1/13/2027 17:00,2027,1,13,17,18," 3,343 ",0.00
1/13/2027 18:00,2027,1,13,18,19," 3,389 ",0.00
1/13/2027 19:00,2027,1,13,19,20," 3,289 ",0.00
1/13/2027 20:00,2027,1,13,20,21," 3,152 ",0.00
1/13/2027 21:00,2027,1,13,21,22," 2,926 ",0.00
1/13/2027 22:00,2027,1,13,22,23," 2,600 ",0.00
1/13/2027 23:00,2027,1,13,23,24," 2,315 ",0.00
1/14/2027 0:00,2027,1,14,0,1," 2,121 ",0.00
1/14/2027 1:00,2027,1,14,1,2," 2,025 ",0.00
1/14/2027 2:00,2027,1,14,2,3," 1,977 ",0.00
1/14/2027 3:00,2027,1,14,3,4," 1,968 ",0.00
1/14/2027 4:00,2027,1,14,4,5," 2,032 ",0.00
1/14/2027 5:00,2027,1,14,5,6," 2,241 ",0.00
1/14/2027 6:00,2027,1,14,6,7," 2,621 ",0.00
1/14/2027 7:00,2027,1,14,7,8," 2,807 ",96.49
1/14/2027 8:00,2027,1,14,8,9," 2,882 ",434.51
1/14/2027 9:00,2027,1,14,9,10," 2,959 ",727.05
1/14/2027 10:00,2027,1,14,10,11," 3,047 ",899.37
1/14/2027 11:00,2027,1,14,11,12," 3,088 ",982.88
1/14/2027 12:00,2027,1,14,12,13," 3,115 ",1017.60
1/14/2027 13:00,2027,1,14,13,14," 3,134 ",931.77
1/14/2027 14:00,2027,1,14,14,15," 3,103 ",744.07
1/14/2027 15:00,2027,1,14,15,16," 3,049 ",437.91
1/14/2027 16:00,2027,1,14,16,17," 3,038 ",114.79
1/14/2027 17:00,2027,1,14,17,18," 3,299 ",0.00
1/14/2027 18:00,2027,1,14,18,19," 3,366 ",0.00
1/14/2027 19:00,2027,1,14,19,20," 3,274 ",0.00
1/14/2027 20:00,2027,1,14,20,21," 3,157 ",0.00
1/14/2027 21:00,2027,1,14,21,22," 2,922 ",0.00
1/14/2027 22:00,2027,1,14,22,23," 2,601 ",0.00
1/14/2027 23:00,2027,1,14,23,24," 2,312 ",0.00
1/15/2027 0:00,2027,1,15,0,1," 2,145 ",0.00
1/15/2027 1:00,2027,1,15,1,2," 2,041 ",0.00
1/15/2027 2:00,2027,1,15,2,3," 2,003 ",0.00
1/15/2027 3:00,2027,1,15,3,4," 1,996 ",0.00
1/15/2027 4:00,2027,1,15,4,5," 2,058 ",0.00
1/15/2027 5:00,2027,1,15,5,6," 2,254 ",0.00
1/15/2027 6:00,2027,1,15,6,7," 2,624 ",0.00
1/15/2027 7:00,2027,1,15,7,8," 2,807 ",89.92
1/15/2027 8:00,2027,1,15,8,9," 2,895 ",380.98
1/15/2027 9:00,2027,1,15,9,10," 2,975 ",623.59
1/15/2027 10:00,2027,1,15,10,11," 3,046 ",758.09
1/15/2027 11:00,2027,1,15,11,12," 3,080 ",842.53
1/15/2027 12:00,2027,1,15,12,13," 3,087 ",849.42
1/15/2027 13:00,2027,1,15,13,14," 3,095 ",765.63
1/15/2027 14:00,2027,1,15,14,15," 3,071 ",601.27
1/15/2027 15:00,2027,1,15,15,16," 3,014 ",386.04
1/15/2027 16:00,2027,1,15,16,17," 2,985 ",142.36
1/15/2027 17:00,2027,1,15,17,18," 3,244 ",0.00
1/15/2027 18:00,2027,1,15,18,19," 3,280 ",0.00
1/15/2027 19:00,2027,1,15,19,20," 3,170 ",0.00
1/15/2027 20:00,2027,1,15,20,21," 3,044 ",0.00
1/15/2027 21:00,2027,1,15,21,22," 2,859 ",0.00
1/15/2027 22:00,2027,1,15,22,23," 2,610 ",0.00
1/15/2027 23:00,2027,1,15,23,24," 2,350 ",0.00
1/16/2027 0:00,2027,1,16,0,1," 2,170 ",0.00
1/16/2027 1:00,2027,1,16,1,2," 2,044 ",0.00
1/16/2027 2:00,2027,1,16,2,3," 1,996 ",0.00
1/16/2027 3:00,2027,1,16,3,4," 1,969 ",0.00
1/16/2027 4:00,2027,1,16,4,5," 1,996 ",0.00
1/16/2027 5:00,2027,1,16,5,6," 2,069 ",0.00
1/16/2027 6:00,2027,1,16,6,7," 2,219 ",0.00
1/16/2027 7:00,2027,1,16,7,8," 2,311 ",89.92
1/16/2027 8:00,2027,1,16,8,9," 2,488 ",380.98
1/16/2027 9:00,2027,1,16,9,10," 2,608 ",623.59
1/16/2027 10:00,2027,1,16,10,11," 2,705 ",758.09
1/16/2027 11:00,2027,1,16,11,12," 2,734 ",842.53
1/16/2027 12:00,2027,1,16,12,13," 2,728 ",849.42
1/16/2027 13:00,2027,1,16,13,14," 2,695 ",765.63
1/16/2027 14:00,2027,1,16,14,15," 2,648 ",601.27
1/16/2027 15:00,2027,1,16,15,16," 2,627 ",386.04
1/16/2027 16:00,2027,1,16,16,17," 2,682 ",142.36
1/16/2027 17:00,2027,1,16,17,18," 2,996 ",0.00
1/16/2027 18:00,2027,1,16,18,19," 3,104 ",0.00
1/16/2027 19:00,2027,1,16,19,20," 3,019 ",0.00
1/16/2027 20:00,2027,1,16,20,21," 2,905 ",0.00
1/16/2027 21:00,2027,1,16,21,22," 2,739 ",0.00
1/16/2027 22:00,2027,1,16,22,23," 2,514 ",0.00
1/16/2027 23:00,2027,1,16,23,24," 2,280 ",0.00
1/17/2027 0:00,2027,1,17,0,1," 2,107 ",0.00
1/17/2027 1:00,2027,1,17,1,2," 2,007 ",0.00
1/17/2027 2:00,2027,1,17,2,3," 1,943 ",0.00
1/17/2027 3:00,2027,1,17,3,4," 1,915 ",0.00
1/17/2027 4:00,2027,1,17,4,5," 1,933 ",0.00
1/17/2027 5:00,2027,1,17,5,6," 2,003 ",0.00
1/17/2027 6:00,2027,1,17,6,7," 2,096 ",0.00
1/17/2027 7:00,2027,1,17,7,8," 2,178 ",89.92
1/17/2027 8:00,2027,1,17,8,9," 2,326 ",380.98
1/17/2027 9:00,2027,1,17,9,10," 2,450 ",623.59
1/17/2027 10:00,2027,1,17,10,11," 2,543 ",758.09
1/17/2027 11:00,2027,1,17,11,12," 2,603 ",842.53
1/17/2027 12:00,2027,1,17,12,13," 2,645 ",849.42
1/17/2027 13:00,2027,1,17,13,14," 2,649 ",765.63
1/17/2027 14:00,2027,1,17,14,15," 2,637 ",601.27
1/17/2027 15:00,2027,1,17,15,16," 2,610 ",386.04
1/17/2027 16:00,2027,1,17,16,17," 2,692 ",142.36
1/17/2027 17:00,2027,1,17,17,18," 3,031 ",0.00
1/17/2027 18:00,2027,1,17,18,19," 3,133 ",0.00
1/17/2027 19:00,2027,1,17,19,20," 3,036 ",0.00
1/17/2027 20:00,2027,1,17,20,21," 2,918 ",0.00
1/17/2027 21:00,2027,1,17,21,22," 2,726 ",0.00
1/17/2027 22:00,2027,1,17,22,23," 2,462 ",0.00
1/17/2027 23:00,2027,1,17,23,24," 2,226 ",0.00
1/18/2027 0:00,2027,1,18,0,1," 2,059 ",0.00
1/18/2027 1:00,2027,1,18,1,2," 1,959 ",0.00
1/18/2027 2:00,2027,1,18,2,3," 1,904 ",0.00
1/18/2027 3:00,2027,1,18,3,4," 1,889 ",0.00
1/18/2027 4:00,2027,1,18,4,5," 1,951 ",0.00
1/18/2027 5:00,2027,1,18,5,6," 2,091 ",0.00
1/18/2027 6:00,2027,1,18,6,7," 2,325 ",0.00
1/18/2027 7:00,2027,1,18,7,8," 2,512 ",89.92
1/18/2027 8:00,2027,1,18,8,9," 2,711 ",380.98
1/18/2027 9:00,2027,1,18,9,10," 2,862 ",623.59
1/18/2027 10:00,2027,1,18,10,11," 2,991 ",758.09
1/18/2027 11:00,2027,1,18,11,12," 3,052 ",842.53
